<timestamp>|<CAN_ID>|<direction>|<type>|<DLC>|<data_bytes>
0.000000|4f8|Rx|d|8|94C0000000000000
0.004609|6fb|Rx|d|8|0F03FF00FF0000FF
0.011170|3b7|Rx|d|6|00007FC000C0
0.024840|646|Rx|d|8|000000000000000C
0.044141|5ce|Rx|d|3|FEFF00
0.102443|4f8|Rx|d|8|54C0000000000000
0.114689|3b7|Rx|d|6|00007FC000C0
0.135112|350|Rx|d|8|C32F3AF01870A409
0.135112|211|Rx|d|8|8200FFFFA90000A5
0.135112|214|Rx|d|2|FBFE
0.135112|218|Rx|d|1|98
0.135112|4fa|Rx|d|2|0800
0.135112|671|Rx|d|2|0200
0.163055|211|Rx|d|8|8200FFFFA90000B5
0.163055|214|Rx|d|2|FBFE
0.179760|211|Rx|d|8|8200FFFFA90000BF
0.179760|214|Rx|d|2|FBFE
0.184627|350|Rx|d|8|C22F3AF01870A409
0.184627|1b0|Rx|d|4|FF00FFC0
0.184627|4de|Rx|d|3|C00000
0.184627|55d|Rx|d|8|F8FC00C090800000
0.194670|4f8|Rx|d|8|54C0000000000000
0.194670|211|Rx|d|8|8200FFFFA90000C5
0.194670|214|Rx|d|2|FBFE
0.205076|1b0|Rx|d|4|FF00FFC0
0.205076|55d|Rx|d|8|00FC50C090800000
0.205076|5de|Rx|d|8|0000000000000000
0.205076|5df|Rx|d|3|001400
0.214633|3b7|Rx|d|6|00007FC000C0
0.214633|211|Rx|d|8|8200FFFFA90000C9
0.214633|214|Rx|d|2|FBFE
0.214633|350|Rx|d|8|C22F3AF01810A409
0.214633|1b0|Rx|d|4|FF00FFC0
0.214633|392|Rx|d|5|FF00FFF000
0.214633|657|Rx|d|2|C0CC
0.214633|668|Rx|d|2|0000
0.214633|699|Rx|d|8|000003003F000000
0.214633|69f|Rx|d|4|0650859F
0.226717|4ac|Rx|d|5|83752A0080
0.226717|45c|Rx|d|6|00000000FFE0
0.232712|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.232712|90|Rx|d|5|FF0000FF00
0.232712|c6|Rx|d|8|FFFFFFFFFFFF40C5
0.232712|211|Rx|d|8|8200FFFFA90000CC
0.232712|29a|Rx|d|8|FFFFFFFFFFFF0005
0.232712|2b7|Rx|d|5|00E0FFFE00
0.232712|214|Rx|d|2|FBFE
0.232712|218|Rx|d|1|98
0.232712|4fa|Rx|d|2|0800
0.232712|671|Rx|d|2|0200
0.236711|1b0|Rx|d|4|FF00FFC0
0.240708|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.240708|90|Rx|d|5|FF0001B300
0.242706|c6|Rx|d|8|FFFFFFFFFFFF42C3
0.242706|242|Rx|d|8|0000FFEFFE000D00
0.242706|29c|Rx|d|8|FFFFFFFFFFFFFFFF
0.242706|352|Rx|d|4|5C0000FF
0.246704|699|Rx|d|8|000002003F000000
0.252701|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.252701|90|Rx|d|5|FF00026700
0.252701|c6|Rx|d|8|FFFFFFFFFFFF44C1
0.252701|211|Rx|d|8|8200FFFFA90000CE
0.252701|29a|Rx|d|8|FFFFFFFFFFFF0104
0.252701|2b7|Rx|d|5|00E0FFFE00
0.252701|214|Rx|d|2|FBFE
0.252701|5d7|Rx|d|7|FFFF08125200C0
0.256697|1b0|Rx|d|4|FF00FFC0
0.260696|392|Rx|d|5|FF00FFF000
0.260696|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.260696|90|Rx|d|5|FF00032B00
0.260696|c6|Rx|d|8|FFFFFFFFFFFF46BF
0.260696|242|Rx|d|8|0000FFEFFE000D00
0.260696|29c|Rx|d|8|FFFFFFFFFFFFFFFF
0.260696|354|Rx|d|8|FFFF000000000000
0.270689|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.270689|90|Rx|d|5|FF0004D200
0.270689|c6|Rx|d|8|FFFFFFFFFFFF48BD
0.270689|211|Rx|d|8|8200FFFFA90000CF
0.270689|29a|Rx|d|8|FFFFFFFFFFFF0203
0.270689|2b7|Rx|d|5|00E0FFFE00
0.270689|214|Rx|d|2|FBFE
0.270689|666|Rx|d|4|34800008
0.276686|350|Rx|d|8|C22F3AF01810A409
0.276686|1b0|Rx|d|4|FF00FFC0
0.276686|4de|Rx|d|3|C00000
0.276686|55d|Rx|d|8|00FC50C090800000
0.282682|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.282682|90|Rx|d|5|FF00059E00
0.282682|c6|Rx|d|8|FFFFFFFFFFFF4ABB
0.282682|242|Rx|d|8|0000FFEFFE000D00
0.282682|29c|Rx|d|8|FFFFFFFFFFFF0000
0.282682|352|Rx|d|4|5C0000FF
0.292676|4f8|Rx|d|8|54C0000000000000
0.292676|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.292676|90|Rx|d|5|FF00064A00
0.292676|c6|Rx|d|8|FFFFFFFFFFFF4CB9
0.292676|211|Rx|d|8|8200FFFFA90000CF
0.292676|29a|Rx|d|8|00000000000003FC
0.292676|2b7|Rx|d|5|00E0FFFE00
0.292676|214|Rx|d|2|FBFE
0.296673|1b0|Rx|d|4|FF00FFC0
0.296673|5de|Rx|d|8|0000000000000000
0.300670|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.300670|90|Rx|d|5|FF00070600
0.300670|c6|Rx|d|8|FFFFFFFFFFFF4EB7
0.300670|242|Rx|d|8|0000FFEFFE000D00
0.300670|29c|Rx|d|8|00000000FFFF0000
0.300670|354|Rx|d|8|0000000000000000
0.306667|5df|Rx|d|3|001400
0.310665|3b7|Rx|d|6|00007FC000C0
0.310665|392|Rx|d|5|FF00FFF000
0.310665|668|Rx|d|2|0000
0.312664|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.312664|90|Rx|d|5|FF0008A500
0.312664|c6|Rx|d|8|FFFFFFFFFFFF50B5
0.312664|211|Rx|d|8|8200FFFFA90000D0
0.312664|29a|Rx|d|8|00000000000004FB
0.312664|2b7|Rx|d|5|00E0FFFE00
0.312664|214|Rx|d|2|FBFE
0.316661|1b0|Rx|d|4|FF00FFC0
0.316661|657|Rx|d|2|C0CC
0.329567|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.329567|90|Rx|d|5|FF0009E900
0.329567|c6|Rx|d|8|803D80007FE3B2AE
0.329567|242|Rx|d|8|0000FFEFFE000D00
0.329567|29c|Rx|d|8|00000000FFFF0000
0.329567|352|Rx|d|4|5C0000FF
0.329567|4ac|Rx|d|5|83752A0080
0.329567|45c|Rx|d|6|00000000FFE0
0.344676|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.344676|90|Rx|d|5|FF000A3D00
0.344676|c6|Rx|d|8|803D7FF07FE3B4BD
0.344676|211|Rx|d|8|8200FFFFA90000D0
0.344676|29a|Rx|d|8|00000000000005FA
0.344676|214|Rx|d|2|FBFE
0.344676|2b7|Rx|d|5|00E0FFFE00
0.344676|218|Rx|d|1|98
0.344676|4fa|Rx|d|2|0800
0.344676|671|Rx|d|2|0200
0.344676|1b0|Rx|d|4|FF00FFC0
0.344676|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.344676|90|Rx|d|5|FF000B7100
0.344676|c6|Rx|d|8|803D80087FE3B6A2
0.344676|242|Rx|d|8|0000FFEFFE000D00
0.344676|29c|Rx|d|8|00000000FFFF0000
0.344676|354|Rx|d|8|0000000000000000
0.369824|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.369824|90|Rx|d|5|FF000C8800
0.369824|c6|Rx|d|8|803D80087FE3B8A0
0.369824|211|Rx|d|8|8200FFFFA90000D0
0.369824|29a|Rx|d|8|00000000000006F9
0.369824|214|Rx|d|2|FBFE
0.369824|2b7|Rx|d|5|00E0FFFE00
0.369824|5d7|Rx|d|7|000008125200C0
0.369824|1b0|Rx|d|4|FF00FFC0
0.369824|392|Rx|d|5|FF00FFF000
0.369824|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.369824|90|Rx|d|5|FF000DC400
0.369824|c6|Rx|d|8|803D7FF07FE3BAB7
0.369824|242|Rx|d|8|0000FFEFFE000D00
0.369824|29c|Rx|d|8|00000000FFFF0000
0.369824|352|Rx|d|4|5C0000FF
0.369824|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.369824|90|Rx|d|5|FF000E1000
0.374868|c6|Rx|d|8|803D80087FE3BC9C
0.374868|211|Rx|d|8|8200FFFFA90000D0
0.374868|29a|Rx|d|8|00000000000007F8
0.374868|214|Rx|d|2|FBFE
0.374868|2b7|Rx|d|5|00E0FFFE00
0.374868|666|Rx|d|4|34800008
0.374868|350|Rx|d|8|C22F3AF01810A409
0.374868|1b0|Rx|d|4|FF00FFC0
0.374868|4de|Rx|d|3|C00000
0.374868|55d|Rx|d|8|00FC50C090800000
0.404403|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.404403|90|Rx|d|5|FF000F5C00
0.404403|c6|Rx|d|8|803D80007FE3BEA2
0.404403|242|Rx|d|8|0000FFEFFE000D00
0.404403|29c|Rx|d|8|00000000FFFF0000
0.404403|354|Rx|d|8|0000000000000000
0.404403|4f8|Rx|d|8|54C0000000000000
0.404403|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.404403|90|Rx|d|5|FF0000FF00
0.404403|c6|Rx|d|8|803D80007FE3A0C0
0.404403|211|Rx|d|8|8200FFFFA90000D0
0.404403|29a|Rx|d|8|00000000000008F7
0.404403|214|Rx|d|2|FBFE
0.404403|2b7|Rx|d|5|00E0FFFE00
0.404403|1b0|Rx|d|4|FF00FFC0
0.404403|5de|Rx|d|8|0000000000000000
0.404403|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.404403|90|Rx|d|5|FF0001B300
0.404403|c6|Rx|d|8|803D80007FE3A2BE
0.404403|242|Rx|d|8|0000FFEFFE000D00
0.404403|29c|Rx|d|8|00000000FFFF0000
0.404403|352|Rx|d|4|5C0000FF
0.404403|5df|Rx|d|3|001500
0.434956|3b7|Rx|d|6|00007FC000C0
0.434956|392|Rx|d|5|FF00FFF000
0.434956|668|Rx|d|2|0000
0.434956|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.434956|90|Rx|d|5|FF00026700
0.434956|c6|Rx|d|8|803D80007FE3A4BC
0.434956|211|Rx|d|8|8200FFFFA90000D0
0.434956|29a|Rx|d|8|00000000000009F6
0.434956|214|Rx|d|2|FBFE
0.434956|2b7|Rx|d|5|00E0FFFE00
0.434956|1b0|Rx|d|4|FF00FFC0
0.434956|657|Rx|d|2|C0CC
0.434956|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.434956|90|Rx|d|5|FF00032B00
0.434956|c6|Rx|d|8|803D80007FE3A6BA
0.434956|242|Rx|d|8|0000FFEFFE000D00
0.434956|29c|Rx|d|8|00000000FFFF0000
0.434956|354|Rx|d|8|0000000000000000
0.434956|4ac|Rx|d|5|83752A0080
0.434956|45c|Rx|d|6|00000000FFE0
0.434956|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.434956|90|Rx|d|5|FF0004D200
0.434956|c6|Rx|d|8|803D80007FE3A8B8
0.434956|211|Rx|d|8|8200FFFFA90000D0
0.434956|29a|Rx|d|8|0000000000000AF5
0.434956|214|Rx|d|2|0000
0.434956|2b7|Rx|d|5|00E0FFFE00
0.434956|218|Rx|d|1|98
0.434956|4fa|Rx|d|2|0800
0.434956|671|Rx|d|2|0200
0.434956|1b0|Rx|d|4|FF00FFC0
0.450504|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.450504|90|Rx|d|5|FF00059E00
0.450504|c6|Rx|d|8|803D80087FE3AAAE
0.450504|242|Rx|d|8|0000FFEFFE000D00
0.450504|29c|Rx|d|8|00000000FFFF0000
0.450504|352|Rx|d|4|5C0000FF
0.450504|12e|Rx|d|8|FFFFFFFFF0FFFF00
0.450504|90|Rx|d|5|FF00064A00
0.450504|c6|Rx|d|8|803D7FF07FE3ACC5
0.450504|211|Rx|d|8|8200FFFFA90000D0
0.450504|29a|Rx|d|8|0000000000000BF4
0.450504|214|Rx|d|2|0000
0.450504|2b7|Rx|d|5|00E0FFFE00
0.450504|5d7|Rx|d|7|000008125200C0
0.456498|1b0|Rx|d|4|FF00FFC0
0.462793|392|Rx|d|5|FF00FFF000
0.462793|12e|Rx|d|8|C980007FF0FFFF00
0.462793|90|Rx|d|5|FF00070600
0.462793|c6|Rx|d|8|803D80107FE3AEA2
0.462793|242|Rx|d|8|0000FFEFFE000D00
0.462793|29c|Rx|d|8|00000000FFFF0000
0.462793|354|Rx|d|8|0000000000000000
0.467437|350|Rx|d|8|C32F3AF01810A489
0.473433|12e|Rx|d|8|C980007FF0FFFF00
0.473433|90|Rx|d|5|FF0008A500
0.473433|c6|Rx|d|8|803D80007FE3B0B0
0.473433|211|Rx|d|8|8200FFFFA90000D0
0.473433|29a|Rx|d|8|0000000000000CF3
0.473433|214|Rx|d|2|0000
0.473433|2b7|Rx|d|5|00E0FFFE00
0.473433|666|Rx|d|4|34800008
0.477431|350|Rx|d|8|C32F3AF01810A489
0.477431|1b0|Rx|d|4|FF00FFC0
0.477431|4de|Rx|d|3|C00000
0.477431|55d|Rx|d|8|00FC50C090800000
0.483428|12e|Rx|d|8|C980007FF0FFFF00
0.483428|90|Rx|d|5|FF0009E900
0.483428|c6|Rx|d|8|803D80007FE3B2AE
0.483428|242|Rx|d|8|0000FFEFFE000D00
0.483428|29c|Rx|d|8|00000000FFFF0000
0.483428|352|Rx|d|4|5C0000FF
0.491423|4f8|Rx|d|8|54C0000000000000
0.493421|12e|Rx|d|8|C980007FF0FFFF00
0.493421|90|Rx|d|5|FF000A3D00
0.493421|c6|Rx|d|8|803D80007FE3B4AC
0.493421|211|Rx|d|8|8200FFFFA90000D0
0.493421|29a|Rx|d|8|0000000000000DF2
0.493421|214|Rx|d|2|0000
0.493421|2b7|Rx|d|5|00E0FFFE00
0.497420|1b0|Rx|d|4|FF00FFC0
0.497420|5de|Rx|d|8|0000000000000002
0.503415|12e|Rx|d|8|CA80007FF0FFFF00
0.503415|90|Rx|d|5|FF000B7100
0.503415|c6|Rx|d|8|803D80007FE3B6AA
0.503415|242|Rx|d|8|0000FFEFFE000D00
0.503415|29c|Rx|d|8|00000000FFFF0000
0.503415|354|Rx|d|8|0000000000000000
0.505413|5df|Rx|d|3|009500
0.511410|3b7|Rx|d|6|00007FC000C0
0.511410|392|Rx|d|5|FF00FFF000
0.511410|668|Rx|d|2|0000
0.511410|90|Rx|d|5|FF000C8800
0.511410|c6|Rx|d|8|803D80007FE3B8A8
0.511410|12e|Rx|d|8|CA80007FF0FFFF00
0.513410|211|Rx|d|8|8200FFFFA90000D0
0.513410|29a|Rx|d|8|0000000000000EF1
0.513410|214|Rx|d|2|0000
0.513410|2b7|Rx|d|5|00E0FFFE00
0.515408|1b0|Rx|d|4|FF00FFC0
0.515408|657|Rx|d|2|C0CC
0.521404|646|Rx|d|8|000000020000000C
0.521404|12e|Rx|d|8|CA80007FF0FFFF00
0.521404|90|Rx|d|5|FF000DC400
0.521404|c6|Rx|d|8|803D7FF87FE3BAAF
0.521404|242|Rx|d|8|0000FFEFFE000D00
0.521404|29c|Rx|d|8|00000000FFFF0000
0.521404|352|Rx|d|4|5C0000FF
0.527400|4ac|Rx|d|5|83752A0080
0.527400|45c|Rx|d|6|00000000FFE0
0.533397|12e|Rx|d|8|CA80007FF0FFFF00
0.533397|90|Rx|d|5|FF000E1000
0.533397|c6|Rx|d|8|803D80087FE3BC9C
0.533397|211|Rx|d|8|8200FFFFA90000D0
0.533397|29a|Rx|d|8|0000000000000FF0
0.533397|214|Rx|d|2|0000
0.533397|2b7|Rx|d|5|00E0FFFE00
0.533397|218|Rx|d|1|98
0.535395|4fa|Rx|d|2|0800
0.535395|671|Rx|d|2|0200
0.535395|1b0|Rx|d|4|FF00FFC0
0.543394|12e|Rx|d|8|CA80007FF0FFFF00
0.543394|90|Rx|d|5|FF000F5C00
0.543394|c6|Rx|d|8|803D7FE77FE3BEBC
0.543394|242|Rx|d|8|0000FFEFFE000D00
0.543394|29c|Rx|d|8|00000000FFFF0000
0.543394|354|Rx|d|8|0000000000000000
0.553383|12e|Rx|d|8|CA80007FF0FFFF00
0.553383|90|Rx|d|5|FF0000FF00
0.553383|c6|Rx|d|8|803D80197FE3A0A7
0.553383|211|Rx|d|8|8200FFFFA90000D0
0.553383|29a|Rx|d|8|00000000000000FF
0.553383|214|Rx|d|2|0000
0.553383|2b7|Rx|d|5|00E0FFFE00
0.553383|5d7|Rx|d|7|000008125200C0
0.555383|1b0|Rx|d|4|FF00FFC0
0.561379|392|Rx|d|5|FF00FFF000
0.561379|12e|Rx|d|8|CB80027FF0FFFF00
0.561379|90|Rx|d|5|FF0001B300
0.561379|c6|Rx|d|8|803D80007FE3A2BE
0.561379|242|Rx|d|8|0000FFEFFE000D00
0.561379|29c|Rx|d|8|00000000FFFF0000
0.561379|352|Rx|d|4|5C0000FF
0.573375|12e|Rx|d|8|CB80027FF0FFFF00
0.573375|90|Rx|d|5|FF00026700
0.573375|c6|Rx|d|8|803D80007FE3A4BC
0.573375|211|Rx|d|8|8200FFFFA90000D0
0.573375|29a|Rx|d|8|00000000000001FE
0.573375|214|Rx|d|2|0000
0.573375|2b7|Rx|d|5|00E0FFFE00
0.573375|666|Rx|d|4|34800008
0.577369|350|Rx|d|8|C32F3AF01810A489
0.577369|1b0|Rx|d|4|FF00FFC0
0.577369|4de|Rx|d|3|C00000
0.577369|55d|Rx|d|8|00FC50C090800000
0.583369|12e|Rx|d|8|CA80017FF0FFFF00
0.583369|90|Rx|d|5|FF00032B00
0.583369|c6|Rx|d|8|803D7FF87FE3A6C3
0.583369|242|Rx|d|8|0000FFEFFE000D00
0.583369|29c|Rx|d|8|00000000FFFF0000
0.583369|354|Rx|d|8|0000000000000000
0.604301|4f8|Rx|d|8|54C0000000000000
0.604301|12e|Rx|d|8|CA80017FF0FFFF00
0.604301|90|Rx|d|5|FF0004D200
0.604301|c6|Rx|d|8|803D80007FE3A8B8
0.604301|211|Rx|d|8|8200FFFFA90000D0
0.604301|29a|Rx|d|8|00000000000002FD
0.604301|214|Rx|d|2|0000
0.604301|2b7|Rx|d|5|00E0FFFE00
0.604301|1b0|Rx|d|4|FF00FFC0
0.604301|5de|Rx|d|8|0000000000000002
0.604301|12e|Rx|d|8|CA80007FF0FFFF00
0.604301|90|Rx|d|5|FF00059E00
0.604301|c6|Rx|d|8|803D80007FE3AAB6
0.604301|242|Rx|d|8|0000FFEFFE000D00
0.604301|29c|Rx|d|8|00000000FFFF0000
0.604301|352|Rx|d|4|5C0000FF
0.604301|5df|Rx|d|3|009500
0.619931|3b7|Rx|d|6|00007FC000C0
0.619931|392|Rx|d|5|FF00FFF000
0.619931|668|Rx|d|2|0000
0.619931|12e|Rx|d|8|CA80007FF0FFFF00
0.619931|90|Rx|d|5|FF00064A00
0.619931|c6|Rx|d|8|803D80087FE3ACAC
0.619931|211|Rx|d|8|8200FFFFA90000D0
0.619931|29a|Rx|d|8|00000000000003FC
0.619931|214|Rx|d|2|0000
0.619931|2b7|Rx|d|5|00E0FFFE00
0.619931|1b0|Rx|d|4|FF00FFC0
0.619931|657|Rx|d|2|C0CC
0.619931|12e|Rx|d|8|CB80007FF0FFFF00
0.619931|90|Rx|d|5|FF00070600
0.619931|c6|Rx|d|8|803D80007FE3AEB2
0.619931|242|Rx|d|8|0000FFEFFE000D00
0.629593|29c|Rx|d|8|00000000FFFF0000
0.629593|354|Rx|d|8|0000000000000000
0.634618|4ac|Rx|d|5|83752A0080
0.634618|45c|Rx|d|6|00000000FFE0
0.634618|12e|Rx|d|8|CB80007FF0FFFF00
0.634618|90|Rx|d|5|FF0008A500
0.634618|c6|Rx|d|8|803D80007FE3B0B0
0.634618|211|Rx|d|8|8200FFFFA90000D0
0.634618|29a|Rx|d|8|00000000000004FB
0.634618|214|Rx|d|2|0000
0.634618|2b7|Rx|d|5|00E0FFFE00
0.634618|218|Rx|d|1|98
0.634618|4fa|Rx|d|2|0800
0.634618|671|Rx|d|2|0200
0.634618|1b0|Rx|d|4|FF00FFC0
0.654829|12e|Rx|d|8|CB80007FF0FFFF00
0.654829|90|Rx|d|5|FF0009E900
0.654829|c6|Rx|d|8|803D80007FE3B2AE
0.654829|242|Rx|d|8|0000FFEFFE000D00
0.654829|29c|Rx|d|8|00000000FFFF0000
0.654829|352|Rx|d|4|5C0000FF
0.654829|12e|Rx|d|8|CB80007FF0FFFF00
0.654829|90|Rx|d|5|FF000A3D00
0.654829|c6|Rx|d|8|803D80007FE3B4AC
0.654829|211|Rx|d|8|8200FFFFA90000D0
0.654829|29a|Rx|d|8|00000000000005FA
0.654829|214|Rx|d|2|0000
0.654829|2b7|Rx|d|5|00E0FFFE00
0.654829|5d7|Rx|d|7|000008125200C0
0.654829|1b0|Rx|d|4|FF00FFC0
0.674693|392|Rx|d|5|FF00FFF000
0.674693|12e|Rx|d|8|CA80007FF0FFFF00
0.674693|90|Rx|d|5|FF000B7100
0.674693|c6|Rx|d|8|803D80007FE3B6AA
0.674693|242|Rx|d|8|0000FFEFFE000D00
0.674693|29c|Rx|d|8|00000000FFFF0000
0.674693|354|Rx|d|8|0000000000000000
0.674693|699|Rx|d|8|00000200BF000000
0.674693|12e|Rx|d|8|CA80007FF0FFFF00
0.674693|90|Rx|d|5|FF000C8800
0.674693|c6|Rx|d|8|803D7FE77FE3B8C2
0.674693|211|Rx|d|8|8200FFFFA90000D0
0.674693|29a|Rx|d|8|00000000000006F9
0.674693|214|Rx|d|2|0000
0.674693|2b7|Rx|d|5|00E0FFFE00
0.674693|666|Rx|d|4|34800008
0.674693|350|Rx|d|8|C32F3AF01810A489
0.674693|1b0|Rx|d|4|FF00FFC0
0.674693|4de|Rx|d|3|C00000
0.674693|55d|Rx|d|8|00FC50C090800000
0.701168|12e|Rx|d|8|CA7FFF7FF0FFFF00
0.701168|90|Rx|d|5|FF000DC400
0.701168|c6|Rx|d|8|803D80107FE3BA96
0.701168|242|Rx|d|8|0000FFEFFE000D00
0.701168|29c|Rx|d|8|00000000FFFF0000
0.701168|352|Rx|d|4|5C0000FF
0.701168|4f8|Rx|d|8|54C0000000000000
0.701168|12e|Rx|d|8|CA7FFF7FF0FFFF00
0.701168|90|Rx|d|5|FF000E1000
0.701168|c6|Rx|d|8|803D80087FE3BC9C
0.701168|211|Rx|d|8|8200FFFFA90000D0
0.701168|29a|Rx|d|8|00000000000007F8
0.701168|214|Rx|d|2|0000
0.701168|2b7|Rx|d|5|00E0FFFE00
0.701168|1b0|Rx|d|4|FF00FFC0
0.701168|5de|Rx|d|8|0000000000000002
0.701168|12e|Rx|d|8|CA80007FF0FFFF00
0.701168|90|Rx|d|5|FF000F5C00
0.701168|c6|Rx|d|8|803D80007FE3BEA2
0.701168|242|Rx|d|8|0000FFEFFE000D00
0.701168|29c|Rx|d|8|00000000FFFF0000
0.701168|354|Rx|d|8|0000000000000000
0.714781|5df|Rx|d|3|009500
0.714781|3b7|Rx|d|6|00007FC000C0
0.714781|392|Rx|d|5|00000F0000
0.714781|668|Rx|d|2|8000
0.714781|90|Rx|d|5|FF0000FF00
0.714781|c6|Rx|d|8|803D80007FE3A0C0
0.714781|12e|Rx|d|8|CA80007FF0FFFF00
0.714781|211|Rx|d|8|8200FFFFA90000D0
0.714781|29a|Rx|d|8|00000000000008F7
0.714781|214|Rx|d|2|0000
0.714781|2b7|Rx|d|5|00E0FFFE00
0.714781|1b0|Rx|d|4|FF00FFC0
0.714781|657|Rx|d|2|C0CC
0.734684|12e|Rx|d|8|CB80007FF0FFFF00
0.734684|90|Rx|d|5|FF0001B300
0.734684|c6|Rx|d|8|803D7FF87FE3A2C7
0.734684|242|Rx|d|8|0000FFEFFE000D00
0.734684|29c|Rx|d|8|00000000FFFF0000
0.734684|352|Rx|d|4|5C0000FF
0.734684|4ac|Rx|d|5|83752A0080
0.734684|45c|Rx|d|6|00000000FFE0
0.734684|12e|Rx|d|8|CB80007FF0FFFF00
0.734684|90|Rx|d|5|FF00026700
0.734684|c6|Rx|d|8|803D80087FE3A4B4
0.734684|211|Rx|d|8|8200FFFFA90000D0
0.734684|29a|Rx|d|8|00000000000009F6
0.734684|214|Rx|d|2|0000
0.734684|2b7|Rx|d|5|00E0FFFE00
0.734684|218|Rx|d|1|98
0.734684|4fa|Rx|d|2|0800
0.734684|671|Rx|d|2|0200
0.734684|1b0|Rx|d|4|FF00FFC0
0.754744|12e|Rx|d|8|CB80017FF0FFFF00
0.754744|90|Rx|d|5|FF00032B00
0.754744|c6|Rx|d|8|803D7FF87FE3A6C3
0.754744|242|Rx|d|8|0000FFEFFE000D00
0.754744|29c|Rx|d|8|00000000FFFF0000
0.754744|354|Rx|d|8|0000000000000000
0.754744|12e|Rx|d|8|CB80017FF0FFFF00
0.754744|90|Rx|d|5|FF0004D200
0.754744|c6|Rx|d|8|803D80087FE3A8B0
0.754744|211|Rx|d|8|8200FFFFA90000D0
0.754744|29a|Rx|d|8|0000000000000AF5
0.754744|214|Rx|d|2|0000
0.754744|2b7|Rx|d|5|00E0FFFE00
0.754744|5d7|Rx|d|7|000008125200C0
0.754744|1b0|Rx|d|4|FF00FFC0
0.774661|392|Rx|d|5|0000000000
0.774661|12e|Rx|d|8|CB80027FF0FFFF00
0.774661|90|Rx|d|5|FF00059E00
0.774661|c6|Rx|d|8|803D80007FE3AAB6
0.774661|242|Rx|d|8|0000FFEFFE000D00
0.774661|29c|Rx|d|8|00000000FFFF0000
0.774661|352|Rx|d|4|5C0000FF
0.774661|12e|Rx|d|8|CB80027FF0FFFF00
0.774661|90|Rx|d|5|FF00064A00
0.774661|c6|Rx|d|8|803D7FF87FE3ACBD
0.774661|211|Rx|d|8|8200FFFFA90000D0
0.774661|29a|Rx|d|8|0000000000000BF4
0.774661|214|Rx|d|2|0000
0.774661|2b7|Rx|d|5|00E0FFFE00
0.774661|666|Rx|d|4|34800008
0.774661|350|Rx|d|8|C32F3AF01810A489
0.774661|1b0|Rx|d|4|FF00FFC0
0.774661|4de|Rx|d|3|C00000
0.774661|55d|Rx|d|8|00FC50C090800000
0.794301|12e|Rx|d|8|CA80007FF0FFFF00
0.794301|90|Rx|d|5|FF00070600
0.794301|c6|Rx|d|8|803D80087FE3AEAA
0.794301|242|Rx|d|8|0000FFEFFE000D00
0.794301|29c|Rx|d|8|00000000FFFF0000
0.794301|354|Rx|d|8|0000000000000000
0.794301|4f8|Rx|d|8|54C0000000000000
0.794301|12e|Rx|d|8|CA80007FF0FFFF00
0.794301|90|Rx|d|5|FF0008A500
0.794301|c6|Rx|d|8|803D7FF87FE3B0B9
0.794301|211|Rx|d|8|8200FFFFA90000D0
0.794301|29a|Rx|d|8|0000000000000CF3
0.794301|214|Rx|d|2|0000
0.794301|2b7|Rx|d|5|00E0FFFE00
0.794301|1b0|Rx|d|4|FF00FFC0
0.794301|5de|Rx|d|8|0000000000000002
0.821008|12e|Rx|d|8|C980007FF0FFFF00
0.821008|90|Rx|d|5|FF0009E900
0.821008|c6|Rx|d|8|803D80087FE3B2A6
0.821008|242|Rx|d|8|0000FFEFFE000D00
0.821008|29c|Rx|d|8|00000000FFFF0000
0.821008|352|Rx|d|4|5C0000FF
0.821008|5df|Rx|d|3|009500
0.821008|3b7|Rx|d|6|00007FC000C0
0.821008|392|Rx|d|5|0000000000
0.821008|12e|Rx|d|8|C980007FF0FFFF00
0.821008|90|Rx|d|5|FF000A3D00
0.821008|c6|Rx|d|8|803D80007FE3B4AC
0.821008|211|Rx|d|8|8200FFFFA90000D0
0.821008|29a|Rx|d|8|0000000000000DF2
0.821008|214|Rx|d|2|0000
0.821008|2b7|Rx|d|5|00E0FFFE00
0.821008|668|Rx|d|2|8000
0.821008|1b0|Rx|d|4|FF00FFC0
