LogEntrySeconds,Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Положение педали газа ( %),Положение дроссельной заслонки ( %),Скорость автомобиля ( км/час),Флаг нажатия педали сцепления (-),Величина отскока УОЗ при детонации ( °ПКВ),Счетчик пропусков в цилиндре 1 за текущую поездку (-),Счетчик пропусков в цилиндре 3 за текущую поездку (-),Счетчик пропусков в цилиндре 4 за текущую поездку (-),Счетчик пропусков в цилиндре 2 за текущую поездку (-)
379,73.5,2099.0,900.0,26.25,5.99,0.97,16.234,12.33,60.0,0.0,0.0,,,,
379,73.5,2113.0,900.0,27.0,5.44,0.96,16.234,12.08,61.3,0.0,0.0,,,,
380,73.5,2123.0,900.0,27.75,5.222,0.93,16.562,12.28,61.3,0.0,0.0,,,,
380,73.5,2140.0,900.0,27.75,5.024,0.9,16.562,12.28,61.3,0.0,0.0,,,,
380,73.5,2153.0,900.0,27.0,4.89,0.75,16.725,12.52,62.5,0.0,0.0,,,,
381,73.5,2166.0,900.0,27.0,5.024,0.72,16.725,12.7,62.5,0.0,0.0,,,,
381,73.5,2178.0,900.0,27.75,4.864,0.24,15.749,12.21,62.5,0.0,0.0,,,,
382,73.5,2187.0,900.0,27.75,4.845,0.23,15.749,12.21,62.5,0.0,0.0,,,,
382,73.5,2194.0,900.0,28.5,4.672,0.79,15.586,12.08,62.5,0.0,-0.75,,,,
382,73.5,2204.0,900.0,30.0,3.936,0.81,12.663,10.4,63.8,0.0,0.0,,,,
383,73.5,2207.0,900.0,30.0,4.045,0.28,12.663,10.45,63.8,0.0,0.0,,,,
383,73.5,2213.0,900.0,30.0,3.949,0.23,12.663,10.45,63.8,0.0,0.0,,,,
384,73.5,2212.0,900.0,30.0,3.987,0.81,12.663,10.5,63.8,0.0,0.0,,,,
384,73.5,2214.0,900.0,30.0,4.077,0.49,12.663,10.5,63.8,0.0,0.0,,,,
384,73.5,2221.0,900.0,30.0,3.968,0.22,12.663,10.5,63.8,0.0,0.0,,,,
385,73.5,2223.0,900.0,30.0,3.923,0.81,11.444,10.5,63.8,0.0,0.0,,,,
385,73.5,2228.0,900.0,30.75,3.808,0.82,10.961,10.13,63.8,0.0,0.0,,,,
386,73.5,2232.0,900.0,30.75,3.584,0.22,9.741,9.06,63.8,0.0,0.0,,,,
386,73.5,2230.0,900.0,31.5,3.27,0.27,9.413,9.06,63.8,0.0,0.0,,,,
386,73.5,2226.0,900.0,31.5,3.405,0.65,9.819,9.11,63.8,0.0,0.0,,,,
387,73.5,2231.0,900.0,30.75,3.789,0.74,11.202,10.03,63.8,0.0,0.0,,,,
387,73.5,2233.0,900.0,30.75,3.846,0.75,12.015,10.28,63.8,0.0,0.0,,,,
388,73.5,2238.0,900.0,30.0,3.987,0.37,12.015,10.33,65.0,0.0,0.0,,,,
388,73.5,2241.0,900.0,30.0,3.904,0.22,12.015,10.33,65.0,0.0,0.0,,,,
388,73.5,2243.0,900.0,30.75,3.776,0.39,12.015,10.33,65.0,0.0,0.0,,,,
389,73.5,2245.0,900.0,21.75,2.995,0.77,0.0,7.59,65.0,0.0,0.0,,,,
389,73.5,2236.0,900.0,17.25,2.547,0.21,0.0,6.98,63.8,0.0,0.0,,,,
390,73.5,2224.0,900.0,23.25,2.17,0.23,0.0,5.15,63.8,0.0,0.0,,,,
390,73.5,2202.0,900.0,12.75,1.875,0.61,0.0,4.79,63.8,0.0,0.0,,,,
390,73.5,2187.0,900.0,6.75,1.568,0.21,0.0,3.56,62.5,0.0,0.0,,,,
391,73.5,2167.0,900.0,-12.75,1.926,0.17,0.0,3.69,62.5,0.0,0.0,,,,
391,73.5,2142.0,900.0,-13.5,0.0,0.14,0.647,4.17,61.3,0.0,0.0,,,,
392,73.5,2109.0,900.0,8.25,2.534,0.2,8.687,5.1,60.0,0.0,0.0,,,,
392,73.5,2118.0,900.0,17.25,4.474,0.99,10.961,10.21,60.0,0.0,0.0,,,,
392,73.5,2091.0,900.0,19.5,4.96,0.99,11.687,10.28,60.0,0.0,0.0,,,,
393,73.5,2097.0,900.0,29.25,4.691,0.97,8.93,10.28,60.0,0.0,0.0,,,,
393,73.5,2094.0,900.0,15.75,2.982,0.94,0.0,6.93,60.0,0.0,0.0,,,,
394,73.5,2089.0,2500.0,21.0,2.445,0.92,0.0,5.71,60.0,0.0,43.5,,,,
394,73.5,1782.0,2520.0,-5.25,14.406,0.08,11.835,290.63,60.0,0.0,51.75,,,,
395,73.5,3032.0,900.0,9.75,1.523,0.93,0.0,5.22,58.8,1.0,0.0,,,,
395,73.5,2576.0,900.0,39.75,1.53,0.14,0.0,5.27,58.8,1.0,0.0,,,,
396,73.5,2698.0,900.0,-9.0,0.0,0.16,0.0,6.37,57.5,1.0,0.0,,,,
396,73.5,2701.0,900.0,-12.75,0.0,0.12,0.0,6.93,57.5,1.0,0.0,,,,
396,73.5,2653.0,900.0,-14.25,0.0,0.12,0.0,6.62,56.3,0.0,0.0,,,,
397,73.5,2567.0,900.0,-15.0,0.0,0.12,0.0,6.25,55.0,0.0,0.0,,,,
397,73.5,2438.0,900.0,-14.25,0.0,0.11,0.0,5.4,51.3,0.0,0.0,,,,
398,73.5,2286.0,900.0,-14.25,0.0,0.11,0.0,5.1,48.8,0.0,0.0,,,,
398,73.5,2221.0,900.0,-14.25,0.0,0.12,0.0,4.79,47.5,0.0,0.0,,,,
398,73.5,2166.0,2500.0,-14.25,0.0,0.11,0.0,4.54,46.3,0.0,42.0,,,,
399,73.5,2111.0,900.0,-14.25,0.0,0.12,0.0,4.3,45.0,0.0,0.0,,,,
399,73.5,2055.0,900.0,-14.25,0.0,0.12,0.0,4.17,43.8,0.0,0.0,,,,
400,73.5,2000.0,900.0,-14.25,0.0,0.12,0.0,4.0,42.5,0.0,0.0,,,,
400,73.5,1962.0,900.0,-14.25,0.0,0.11,0.0,3.93,41.3,0.0,0.0,,,,
400,73.5,1911.0,900.0,-12.75,0.0,0.12,0.0,3.88,40.0,0.0,0.0,,,,
401,73.5,1859.0,900.0,-12.75,0.0,0.12,0.0,3.93,38.8,0.0,0.0,,,,
401,73.5,1818.0,900.0,-12.75,0.0,0.11,0.0,4.0,38.8,0.0,0.0,,,,
402,73.5,1791.0,900.0,15.75,2.445,0.13,14.124,6.79,37.5,0.0,0.0,,,,
402,73.5,1788.0,900.0,1.5,7.206,0.92,18.508,15.67,37.5,0.0,0.0,,,,
402,73.5,1830.0,900.0,21.0,7.802,0.9,20.133,16.16,38.8,0.0,0.0,,,,
403,73.5,1889.0,900.0,22.5,6.867,0.82,20.133,15.38,40.0,0.0,0.0,,,,
403,73.5,1949.0,900.0,23.25,6.771,0.83,19.976,15.01,41.3,0.0,0.0,,,,
404,73.5,1996.0,900.0,25.5,5.811,0.81,18.508,13.62,42.5,0.0,0.0,,,,
404,73.5,2036.0,900.0,25.5,5.798,0.81,18.508,13.62,42.5,0.0,0.0,,,,
404,73.5,2077.0,900.0,24.75,5.709,0.79,18.508,13.67,43.8,0.0,0.0,,,,
405,73.5,2114.0,900.0,25.5,5.696,0.76,18.836,13.87,45.0,0.0,0.0,,,,
405,73.5,2157.0,900.0,25.5,5.498,0.65,18.836,13.92,45.0,0.0,0.0,,,,
406,73.5,2194.0,900.0,25.5,5.6,0.81,18.999,14.28,46.3,0.0,0.0,,,,
406,72.75,2233.0,900.0,24.75,5.926,0.77,19.648,14.89,47.5,0.0,0.0,,,,
406,72.75,2282.0,900.0,24.75,6.227,0.23,20.461,15.75,47.5,0.0,0.0,,,,
407,72.75,2309.0,900.0,24.75,6.029,0.78,20.296,15.75,48.8,0.0,0.0,,,,
407,72.75,2392.0,900.0,23.25,7.405,0.21,23.304,21.34,50.0,0.0,0.0,,,,
408,72.75,2436.0,900.0,21.0,8.819,0.22,25.983,25.37,51.3,0.0,-0.75,,,,
408,72.75,2524.0,900.0,20.25,9.587,0.22,29.718,35.89,52.5,0.0,-0.75,,,,
408,72.75,2593.0,900.0,18.75,10.413,0.22,31.507,43.97,55.0,0.0,-0.75,,,,
409,72.75,2692.0,900.0,18.75,10.451,0.73,31.749,41.48,56.3,0.0,-0.75,,,,
409,72.75,2799.0,900.0,19.5,11.136,0.3,33.124,39.72,58.8,0.0,-0.75,,,,
410,72.75,2902.0,900.0,19.5,11.341,0.73,33.124,39.36,61.3,0.0,-0.75,,,,
410,72.75,3017.0,900.0,20.25,11.091,0.73,33.124,37.89,63.8,0.0,-0.75,,,,
410,72.75,3114.0,2520.0,21.0,10.874,0.77,33.124,37.96,65.0,0.0,30.0,,,,
411,72.75,3217.0,900.0,21.0,10.97,0.45,33.124,37.89,67.5,0.0,-1.5,,,,
411,72.75,3327.0,900.0,21.0,10.861,0.76,33.124,38.13,70.0,0.0,-1.5,,,,
412,72.75,3363.0,900.0,8.25,4.762,0.94,0.0,13.18,72.5,0.0,0.0,,,,
412,72.75,3161.0,900.0,39.75,1.299,0.84,0.0,6.01,72.5,1.0,0.0,,,,
412,72.75,2713.0,900.0,39.75,1.389,0.14,0.0,5.88,71.3,1.0,0.0,,,,
413,72.75,2554.0,900.0,29.25,5.6,0.68,16.234,16.89,71.3,1.0,0.0,,,,
413,72.75,2513.0,900.0,24.75,7.904,0.19,22.492,21.9,71.3,1.0,0.0,,,,
414,72.75,2533.0,900.0,21.0,9.67,0.33,24.358,28.27,72.5,0.0,0.0,,,,
414,72.75,2569.0,1940.0,20.25,9.613,0.47,26.39,29.98,73.8,0.0,93.0,,,,
414,72.75,2618.0,900.0,20.25,9.504,0.8,26.468,30.66,75.0,0.0,0.0,,,,
415,72.75,2657.0,900.0,20.25,9.485,0.81,26.468,30.3,76.3,0.0,0.0,,,,
415,72.75,2699.0,900.0,21.0,9.408,0.77,26.468,29.98,77.5,0.0,0.0,,,,
416,72.75,2733.0,900.0,21.0,9.37,0.68,26.468,29.61,78.8,0.0,0.0,,,,
416,72.75,2800.0,900.0,18.0,10.976,0.83,31.827,42.99,80.0,0.0,0.0,,,,
416,72.75,2838.0,900.0,18.75,10.931,0.75,32.07,41.97,81.3,0.0,0.0,,,,
417,72.75,2884.0,900.0,18.75,10.842,0.81,31.992,41.48,82.5,0.0,0.0,,,,
417,72.75,2937.0,900.0,18.75,10.573,0.65,31.992,40.21,85.0,0.0,0.0,,,,
418,72.75,2985.0,900.0,18.75,10.995,0.68,31.992,38.94,86.3,0.0,0.0,,,,
418,72.75,3033.0,900.0,19.5,10.726,0.78,31.992,38.38,87.5,0.0,0.0,,,,
418,72.75,3057.0,900.0,27.0,4.717,0.93,13.312,14.28,88.8,0.0,0.0,,,,
419,72.75,3064.0,900.0,36.75,2.24,0.16,0.0,9.23,88.8,0.0,0.0,,,,
419,72.75,3040.0,900.0,39.0,1.843,0.17,0.0,6.69,87.5,0.0,0.0,,,,
419,72.75,3022.0,900.0,0.75,1.683,0.16,0.0,6.79,87.5,0.0,0.0,,,,
420,72.75,3001.0,2500.0,-12.0,0.0,0.08,0.0,7.15,86.3,0.0,29.25,,,,
420,72.75,2959.0,900.0,-12.0,0.0,0.12,0.0,7.06,85.0,0.0,0.0,,,,
421,72.75,2930.0,900.0,-10.5,0.0,0.12,0.0,7.06,85.0,0.0,0.0,,,,
421,72.75,2908.0,900.0,-10.5,0.0,0.12,0.0,6.98,83.8,0.0,0.0,,,,
421,72.75,2868.0,900.0,-12.0,0.0,0.12,0.0,6.86,82.5,0.0,0.0,,,,
422,72.75,2840.0,900.0,-11.25,0.0,0.12,0.0,6.79,82.5,0.0,0.0,,,,
422,72.75,2811.0,900.0,-11.25,0.0,0.12,0.0,6.79,81.3,0.0,0.0,,,,
423,72.75,2778.0,900.0,-11.25,0.0,0.12,0.0,6.69,80.0,0.0,0.0,,,,
423,72.75,2742.0,900.0,-12.75,0.0,0.12,0.0,7.23,78.8,0.0,0.0,,,,
423,72.75,2714.0,900.0,-12.75,0.0,0.12,0.0,7.1,78.8,0.0,0.0,,,,
424,72.75,2689.0,900.0,-14.25,0.0,0.12,0.0,7.06,77.5,0.0,0.0,,,,
424,72.75,2658.0,900.0,-14.25,0.0,0.11,0.0,6.93,76.3,0.0,0.0,,,,
425,73.5,2629.0,900.0,-15.0,0.0,0.12,0.0,6.86,76.3,0.0,0.0,,,,
425,73.5,2600.0,900.0,-15.0,0.0,0.12,0.0,6.74,75.0,0.0,0.0,,,,
425,73.5,2582.0,900.0,-15.0,0.0,0.11,0.0,6.69,75.0,0.0,0.0,,,,
426,73.5,2556.0,900.0,3.75,2.061,0.13,7.382,5.47,73.8,0.0,0.0,,,,
426,73.5,2539.0,900.0,30.0,5.312,0.86,14.617,14.77,73.8,0.0,0.0,,,,
427,73.5,2551.0,900.0,27.75,6.682,0.91,15.914,16.28,73.8,0.0,0.0,,,,
427,73.5,2572.0,900.0,28.5,6.067,0.29,15.914,15.92,73.8,0.0,0.0,,,,
427,73.5,2585.0,900.0,28.5,6.163,0.61,15.914,15.92,75.0,0.0,0.0,,,,
428,73.5,2599.0,900.0,28.5,6.17,0.23,15.914,16.04,75.0,0.0,0.0,,,,
428,73.5,2618.0,900.0,28.5,6.189,0.22,16.234,16.24,75.0,0.0,0.0,,,,
429,73.5,2638.0,900.0,27.75,6.368,0.51,15.991,16.53,76.3,0.0,0.0,,,,
429,73.5,2655.0,900.0,28.5,6.33,0.44,15.671,16.41,76.3,0.0,0.0,,,,
429,73.5,2667.0,900.0,28.5,6.08,0.78,15.1,16.11,76.3,0.0,0.0,,,,
430,73.5,2680.0,900.0,32.25,4.403,0.83,9.499,13.06,77.5,0.0,0.0,,,,
430,73.5,2677.0,900.0,35.25,2.918,0.18,0.0,9.42,77.5,0.0,0.0,,,,
431,73.5,2664.0,900.0,37.5,2.413,0.2,0.0,7.76,76.3,0.0,0.0,,,,
431,73.5,2659.0,900.0,36.75,3.27,0.22,13.475,11.25,76.3,0.0,0.0,,,,
431,73.5,2667.0,900.0,27.0,7.622,0.94,17.046,18.04,76.3,0.0,0.0,,,,
432,73.5,2687.0,900.0,27.75,6.509,0.87,16.725,17.09,77.5,0.0,0.0,,,,
432,73.5,2700.0,900.0,27.75,6.502,0.23,16.725,17.14,77.5,0.0,0.0,,,,
433,73.5,2716.0,900.0,28.5,6.304,0.74,15.749,16.41,78.8,0.0,0.0,,,,
433,73.5,2733.0,900.0,33.0,3.814,0.19,5.843,11.18,78.8,0.0,0.0,,,,
433,73.5,2728.0,900.0,36.0,2.803,0.19,0.0,8.98,78.8,0.0,0.0,,,,
434,73.5,2719.0,900.0,37.5,2.355,0.22,0.0,7.59,78.8,0.0,0.0,,,,
434,73.5,2733.0,2000.0,36.75,3.219,0.44,16.913,459.38,77.5,0.0,93.0,,,,
435,73.5,2723.0,900.0,30.0,6.464,0.94,14.289,15.87,77.5,0.0,0.0,,,,
435,73.5,2733.0,900.0,28.5,6.349,0.91,15.265,16.41,78.8,0.0,0.0,,,,
435,73.5,2743.0,900.0,28.5,5.894,0.23,15.015,16.28,78.8,0.0,0.0,,,,
436,73.5,2758.0,900.0,29.25,5.702,0.8,14.211,15.92,80.0,0.0,0.0,,,,
436,73.5,2773.0,900.0,30.0,5.536,0.76,13.803,15.45,80.0,0.0,0.0,,,,
436,73.5,2780.0,900.0,30.75,3.398,0.2,0.0,10.4,80.0,0.0,0.0,,,,
437,73.5,2768.0,900.0,36.75,2.618,0.18,0.0,8.69,80.0,0.0,0.0,,,,
437,73.5,2759.0,900.0,39.0,2.093,0.18,0.0,6.74,80.0,0.0,0.0,,,,
438,73.5,2735.0,900.0,-3.75,1.83,0.16,0.0,6.13,78.8,0.0,0.0,,,,
438,73.5,2679.0,900.0,-12.0,0.0,0.12,0.0,6.49,77.5,0.0,0.0,,,,
439,73.5,2659.0,900.0,-12.0,0.0,0.12,0.0,6.37,76.3,0.0,0.0,,,,
439,73.5,2629.0,900.0,-12.0,0.0,0.12,0.0,6.25,76.3,0.0,0.0,,,,
440,73.5,2599.0,900.0,-12.75,0.0,0.12,0.0,6.13,75.0,0.0,0.0,,,,
440,73.5,2570.0,900.0,-12.75,0.0,0.12,0.0,6.01,73.8,0.0,0.0,,,,
440,73.5,2541.0,900.0,-14.25,0.0,0.11,0.0,5.93,73.8,0.0,0.0,,,,
441,73.5,2510.0,900.0,-14.25,0.0,0.12,0.0,5.88,72.5,0.0,0.0,,,,
441,73.5,2482.0,900.0,-14.25,0.0,0.12,0.0,5.88,71.3,0.0,0.0,,,,
442,73.5,2451.0,900.0,-14.25,0.0,0.11,0.0,5.71,70.0,0.0,0.0,,,,
442,73.5,2427.0,900.0,4.5,2.17,0.15,8.499,5.22,70.0,0.0,0.0,,,,
442,73.5,2429.0,900.0,17.25,3.962,0.95,12.303,11.3,70.0,0.0,0.0,,,,
443,73.5,2417.0,900.0,18.0,6.016,0.98,12.648,13.38,70.0,0.0,0.0,,,,
443,73.5,2425.0,900.0,30.75,4.902,0.96,12.413,12.08,70.0,0.0,0.0,,,,
444,73.5,2435.0,900.0,30.75,4.365,0.9,12.187,11.84,70.0,0.0,0.0,,,,
444,73.5,2441.0,900.0,30.75,4.166,0.22,12.187,11.96,70.0,0.0,0.0,,,,
444,73.5,2443.0,900.0,30.75,4.384,0.73,12.296,12.04,70.0,0.0,0.0,,,,
445,72.75,2451.0,2520.0,31.5,4.326,0.22,11.89,11.96,70.0,0.0,36.0,,,,
445,72.75,2458.0,900.0,31.5,4.186,0.21,11.476,11.96,71.3,0.0,0.0,,,,
446,72.75,2464.0,900.0,31.5,4.045,0.81,10.507,11.47,71.3,0.0,0.0,,,,
446,72.75,2465.0,900.0,32.25,3.917,0.75,10.257,11.25,71.3,0.0,0.0,,,,
446,72.75,2467.0,900.0,32.25,4.064,0.41,10.375,11.35,71.3,0.0,0.0,,,,
447,72.75,2471.0,900.0,32.25,3.936,0.22,9.436,11.11,71.3,0.0,0.0,,,,
447,72.75,2469.0,900.0,32.25,3.853,0.24,9.734,11.06,71.3,0.0,0.0,,,,
448,72.75,2470.0,900.0,32.25,3.962,0.32,9.694,11.06,71.3,0.0,0.0,,,,
448,72.75,2470.0,900.0,32.25,3.789,0.57,9.383,10.99,71.3,0.0,0.0,,,,
448,72.75,2471.0,900.0,32.25,3.821,0.65,9.421,11.06,71.3,0.0,0.0,,,,
449,72.75,2471.0,900.0,24.0,3.814,0.22,0.0,10.89,71.3,0.0,0.0,,,,
449,72.75,2463.0,900.0,34.5,2.79,0.22,9.578,8.33,71.3,0.0,0.0,,,,
449,72.75,2472.0,900.0,25.5,7.45,0.9,26.304,20.56,71.3,0.0,0.0,,,,
450,72.75,2510.0,900.0,14.25,11.04,0.89,43.687,57.91,72.5,0.0,0.0,,,,
450,72.75,2541.0,900.0,15.75,10.131,0.74,43.929,54.93,72.5,0.0,0.0,,,,
451,72.75,2592.0,900.0,16.5,10.349,0.2,44.172,49.39,73.8,0.0,0.0,,,,
451,72.75,2629.0,900.0,17.25,10.637,0.37,44.335,45.02,76.3,0.0,0.0,,,,
452,72.75,2674.0,900.0,18.0,10.547,0.34,44.335,41.19,77.5,0.0,0.0,,,,
452,72.75,2738.0,900.0,18.0,10.349,0.28,44.335,39.97,78.8,0.0,0.0,,,,
452,72.75,2790.0,900.0,18.75,10.944,0.44,44.984,39.97,80.0,0.0,0.0,,,,
453,72.75,2833.0,900.0,18.75,10.797,0.78,44.984,40.01,81.3,0.0,0.0,,,,
453,72.75,2886.0,900.0,18.75,10.726,0.74,44.984,40.14,82.5,0.0,0.0,,,,
454,72.75,2935.0,900.0,18.75,10.938,0.66,44.656,40.09,85.0,0.0,0.0,,,,
454,72.75,2982.0,900.0,18.75,10.816,0.81,44.335,39.72,86.3,0.0,0.0,,,,
455,72.75,3057.0,900.0,18.75,4.378,0.93,0.0,13.13,88.8,0.0,0.0,,,,
455,72.75,3058.0,900.0,36.0,2.458,0.15,0.0,10.28,87.5,0.0,0.0,,,,
455,72.75,3059.0,900.0,35.25,3.366,0.16,16.803,13.87,87.5,0.0,0.0,,,,
456,72.75,3045.0,900.0,25.5,7.565,0.2,19.164,20.85,87.5,0.0,0.0,,,,
456,72.75,3059.0,900.0,27.0,6.374,0.23,17.617,18.04,88.8,0.0,0.0,,,,
457,72.75,3081.0,900.0,27.75,5.082,0.82,3.484,12.21,88.8,0.0,0.0,,,,
457,72.75,3076.0,900.0,32.25,2.912,0.22,2.835,9.67,88.8,0.0,0.0,,,,
457,72.75,3092.0,900.0,33.0,4.8,0.19,17.539,16.04,87.5,0.0,0.0,,,,
458,72.75,3070.0,900.0,26.25,7.296,0.87,18.1,19.82,88.8,0.0,0.0,,,,
458,72.75,3088.0,900.0,27.0,6.24,0.81,17.617,18.48,88.8,0.0,0.0,,,,
459,72.75,3102.0,900.0,27.75,5.946,0.3,16.397,17.33,88.8,0.0,0.0,,,,
459,72.75,3101.0,900.0,21.75,3.142,0.39,0.0,10.4,90.0,0.0,0.0,,,,
459,72.75,3092.0,900.0,36.75,2.483,0.83,0.0,8.33,88.8,0.0,0.0,,,,
460,72.75,3035.0,900.0,18.75,1.754,0.77,0.0,6.86,88.8,0.0,0.0,,,,
460,72.75,3042.0,900.0,-12.0,0.0,0.14,0.0,7.1,87.5,0.0,0.0,,,,
461,72.75,3007.0,2500.0,-12.0,0.0,0.12,0.0,7.06,86.3,0.0,30.0,,,,
461,72.75,2980.0,900.0,0.75,2.227,0.13,10.961,6.98,86.3,0.0,0.0,,,,
461,72.75,2960.0,900.0,9.0,5.338,0.25,14.452,16.85,85.0,0.0,0.0,,,,
462,72.75,2979.0,900.0,28.5,6.278,0.87,15.421,17.38,85.0,0.0,0.0,,,,
462,72.75,2988.0,900.0,28.5,5.92,0.22,15.343,17.14,86.3,0.0,0.0,,,,
463,72.75,2985.0,900.0,20.25,3.258,0.18,0.0,10.89,86.3,0.0,0.0,,,,
463,72.75,2976.0,900.0,36.0,2.816,0.18,0.0,9.67,86.3,0.0,0.0,,,,
463,72.75,2940.0,900.0,39.0,1.811,0.18,0.0,6.93,85.0,0.0,0.0,,,,
464,72.75,2914.0,900.0,-11.25,1.869,0.17,0.0,6.86,83.8,0.0,0.0,,,,
465,72.75,2867.0,900.0,-11.25,0.0,0.12,0.0,6.79,82.5,0.0,0.0,,,,
465,72.75,2834.0,900.0,-11.25,0.0,0.12,0.0,6.74,81.3,0.0,0.0,,,,
465,72.75,2812.0,900.0,-11.25,0.0,0.12,0.0,6.79,81.3,0.0,0.0,,,,
466,73.5,2784.0,900.0,-11.25,0.0,0.12,0.0,6.74,80.0,0.0,0.0,,,,
466,73.5,2754.0,900.0,-11.25,0.0,0.12,0.0,6.69,80.0,0.0,0.0,,,,
467,73.5,2723.0,900.0,-11.25,0.0,0.12,0.0,6.69,78.8,0.0,0.0,,,,
467,73.5,2691.0,900.0,-12.75,0.0,0.12,0.0,6.98,77.5,0.0,0.0,,,,
467,73.5,2659.0,900.0,-14.25,0.0,0.11,0.0,6.93,76.3,0.0,0.0,,,,
468,72.75,2617.0,900.0,-15.0,0.0,0.12,0.0,6.79,75.0,0.0,0.0,,,,
470,72.75,2338.0,900.0,-14.25,0.0,0.12,0.0,5.15,67.5,0.0,0.0,,,,
471,72.75,2286.0,900.0,-14.25,0.0,0.12,0.0,4.98,66.3,0.0,0.0,,,,
471,72.75,2227.0,900.0,-14.25,0.0,0.12,0.0,4.74,63.8,0.0,0.0,,,,
472,72.75,2119.0,900.0,-14.25,0.0,0.11,0.0,4.17,61.3,0.0,0.0,,,,
472,72.75,1995.0,900.0,-14.25,0.0,0.11,0.0,4.0,57.5,0.0,0.0,,,,
472,72.75,1876.0,900.0,-12.75,0.0,0.12,0.0,3.81,53.8,0.0,0.0,,,,
473,72.75,1741.0,900.0,-12.75,0.0,0.12,0.0,3.88,50.0,0.0,0.0,,,,
473,72.75,1602.0,900.0,-14.25,0.0,0.12,0.0,3.88,46.3,1.0,0.0,,,,
474,72.75,1233.0,900.0,18.0,3.13,0.12,0.0,3.81,41.3,1.0,0.0,,,,
474,72.75,1120.0,900.0,2.25,3.258,0.15,0.0,4.13,37.5,1.0,0.0,,,,
475,72.75,976.0,900.0,5.25,3.379,0.93,0.0,4.0,26.3,1.0,0.0,,,,
475,72.75,948.0,900.0,3.0,3.328,0.93,0.0,3.76,21.3,1.0,0.0,,,,
476,72.75,921.0,900.0,5.25,3.277,0.91,0.0,3.69,16.3,1.0,0.0,,,,
476,72.75,907.0,900.0,9.75,3.13,0.88,0.0,3.56,15.0,1.0,0.0,,,,
476,72.75,897.0,900.0,6.75,3.014,0.83,0.0,3.56,13.8,1.0,0.0,,,,
477,72.75,890.0,900.0,6.75,3.13,0.21,0.0,3.56,12.5,1.0,0.0,,,,
477,72.75,908.0,900.0,3.75,3.597,0.2,0.0,4.17,12.5,0.0,0.0,,,,
478,72.75,920.0,900.0,2.25,3.533,0.84,0.0,4.13,12.5,0.0,0.0,,,,
478,72.75,921.0,900.0,3.0,3.424,0.84,0.0,4.13,11.3,0.0,0.0,,,,
478,72.75,914.0,900.0,4.5,3.379,0.24,0.0,4.13,10.0,0.0,0.0,,,,
479,72.75,915.0,900.0,1.5,3.494,0.22,0.0,4.05,8.8,0.0,0.0,,,,
481,72.75,891.0,800.0,5.25,3.034,0.81,0.0,3.27,0.0,0.0,0.0,,,,
482,72.75,855.0,800.0,15.0,2.842,0.22,0.0,3.2,0.0,0.0,0.0,,,,
482,72.75,841.0,800.0,12.0,2.816,0.18,0.0,3.2,0.0,0.0,0.0,,,,
482,72.75,824.0,800.0,13.5,2.88,0.18,0.0,3.27,0.0,0.0,0.0,,,,
485,72.75,819.0,800.0,8.25,3.117,0.64,0.0,3.27,0.0,0.0,0.0,,,,
485,72.75,813.0,800.0,5.25,3.078,0.8,0.0,3.32,0.0,0.0,0.0,,,,
486,72.75,807.0,800.0,6.75,3.174,0.65,0.0,3.32,0.0,0.0,0.0,,,,
486,72.75,802.0,800.0,2.25,3.258,0.24,0.0,3.32,0.0,0.0,0.0,,,,
486,72.75,809.0,800.0,-2.25,3.213,0.77,0.0,3.32,0.0,0.0,0.0,,,,
487,72.75,809.0,800.0,4.5,3.2,0.78,0.0,3.32,0.0,0.0,0.0,,,,
487,72.75,804.0,800.0,9.75,3.174,0.27,0.0,3.32,0.0,0.0,0.0,,,,
488,72.75,807.0,800.0,5.25,3.187,0.31,0.0,3.32,0.0,0.0,0.0,,,,
488,72.75,802.0,800.0,3.75,3.168,0.78,0.0,3.32,0.0,0.0,0.0,,,,
489,73.5,800.0,800.0,6.0,3.232,0.22,0.0,3.32,0.0,0.0,0.0,,,,
489,73.5,806.0,800.0,2.25,3.296,0.22,0.0,3.32,0.0,0.0,0.0,,,,
490,73.5,804.0,800.0,4.5,3.181,0.82,0.0,3.32,0.0,0.0,0.0,,,,
490,73.5,799.0,800.0,9.0,3.187,0.34,0.0,3.32,0.0,0.0,0.0,,,,
490,73.5,797.0,800.0,4.5,3.302,0.22,0.0,3.27,0.0,0.0,0.0,,,,
491,73.5,805.0,800.0,4.5,3.181,0.81,0.0,3.32,0.0,0.0,0.0,,,,
491,73.5,792.0,800.0,5.25,3.168,0.75,0.0,3.27,0.0,0.0,0.0,,,,
492,73.5,799.0,800.0,5.25,3.283,0.22,0.0,3.27,0.0,0.0,0.0,,,,
492,73.5,798.0,800.0,9.75,3.27,0.41,0.0,3.2,0.0,0.0,0.0,,,,
493,73.5,806.0,800.0,5.25,3.091,0.83,0.0,3.2,0.0,0.0,0.0,,,,
493,73.5,804.0,800.0,6.0,3.059,0.24,0.0,3.2,0.0,0.0,0.0,,,,
494,73.5,808.0,800.0,3.0,3.181,0.22,0.0,3.08,0.0,0.0,0.0,,,,
