LogEntrySeconds,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Напряжение датчика кислорода 2 ( В),Положение дроссельной заслонки ( %),Величина отскока УОЗ при детонации ( °ПКВ)
306,14.0,69.75,793.0,800.0,11.25,3.29,0.2,0.25,3.15,0.0
307,14.0,69.75,798.0,800.0,12.0,3.258,0.2,0.21,3.15,0.0
307,14.0,69.75,800.0,800.0,9.75,3.219,0.37,0.43,3.15,0.0
307,14.1,69.75,808.0,800.0,3.0,3.181,0.87,0.85,3.15,0.0
308,14.1,69.75,810.0,800.0,6.75,3.162,0.85,0.86,3.15,0.0
308,14.1,69.75,807.0,800.0,6.0,3.11,0.77,0.84,3.15,0.0
309,14.1,69.75,795.0,800.0,2.25,3.302,0.21,0.22,3.2,0.0
309,14.1,69.75,806.0,800.0,3.75,3.341,0.24,0.23,3.15,0.0
309,14.1,69.75,801.0,800.0,4.5,3.238,0.84,0.84,3.2,0.0
310,14.1,69.75,794.0,800.0,6.75,3.219,0.35,0.8,3.2,0.0
310,14.1,69.75,799.0,800.0,5.25,3.322,0.21,0.22,3.15,0.0
311,14.1,70.5,799.0,800.0,5.25,3.296,0.79,0.73,3.2,0.0
311,14.1,70.5,812.0,900.0,-2.25,4.73,0.84,0.85,4.25,0.0
311,14.1,70.5,878.0,900.0,-1.5,3.974,0.84,0.77,3.52,0.0
312,14.1,70.5,904.0,900.0,0.0,3.571,0.94,0.94,3.56,0.0
312,14.1,70.5,901.0,900.0,3.0,3.334,0.95,0.98,3.52,0.0
313,14.1,70.5,872.0,1000.0,15.75,3.226,0.93,0.97,3.69,0.0
313,14.1,70.5,952.0,30.0,-8.25,7.334,0.22,0.76,9.18,55.5
313,14.1,70.5,1444.0,1500.0,2.25,5.613,0.94,0.97,9.3,0.0
314,14.1,70.5,1623.0,1500.0,8.25,4.685,0.22,0.36,8.86,0.0
314,14.1,70.5,1427.0,1500.0,9.0,5.248,0.39,0.84,9.67,0.0
315,14.1,70.5,1322.0,1500.0,1.5,6.957,0.79,0.74,12.7,0.0
315,14.1,70.5,1296.0,1500.0,-3.75,8.403,0.87,0.9,16.72,0.0
315,14.0,70.5,1294.0,1500.0,-5.25,9.491,0.2,0.32,21.09,0.0
316,14.1,70.5,1433.0,1500.0,-1.5,7.558,0.6,0.76,15.67,0.0
316,14.1,70.5,1671.0,1500.0,9.0,5.216,0.22,0.39,11.79,0.0
317,14.1,70.5,1861.0,1500.0,28.5,4.365,0.15,0.18,10.89,0.0
317,14.1,70.5,2064.0,1500.0,27.75,5.299,0.87,0.72,12.94,0.0
317,14.1,70.5,2319.0,1500.0,27.75,5.178,0.83,0.87,13.31,0.0
318,14.1,70.5,2525.0,1500.0,28.5,4.979,0.17,0.2,15.55,0.0
318,14.1,70.5,2823.0,1500.0,26.25,6.79,0.15,0.19,20.92,0.0
319,14.1,70.5,3197.0,1500.0,25.5,7.789,0.34,0.21,21.09,-0.75
319,14.1,70.5,3087.0,2500.0,27.75,1.594,0.88,0.9,6.49,30.75
319,14.1,70.5,2804.0,900.0,39.75,1.523,0.15,0.18,6.37,0.0
320,14.1,70.5,2494.0,900.0,31.5,3.488,0.17,0.19,11.79,0.0
320,14.1,70.5,2280.0,900.0,30.75,4.704,0.94,0.92,10.33,0.0
321,14.1,70.5,1957.0,900.0,28.5,5.485,0.55,0.92,13.13,0.0
321,14.1,70.5,2016.0,900.0,26.25,5.478,0.25,0.68,12.21,0.0
321,14.1,70.5,2096.0,900.0,24.0,6.259,0.86,0.92,14.89,0.0
322,14.1,70.5,2204.0,900.0,24.0,6.349,0.79,0.72,14.89,0.0
322,14.1,70.5,2316.0,2520.0,25.5,6.016,0.22,0.38,15.06,38.25
322,14.1,70.5,2439.0,900.0,26.25,6.08,0.22,0.24,16.28,0.0
325,14.1,71.25,3031.0,900.0,36.0,2.97,0.79,0.74,9.89,0.0
326,14.1,71.25,2995.0,900.0,37.5,2.355,0.74,0.63,8.25,0.0
326,14.1,71.25,2892.0,900.0,39.0,1.997,0.19,0.24,6.45,0.0
327,14.1,71.25,2631.0,900.0,12.75,2.01,0.19,0.22,5.47,0.0
327,14.1,71.25,2433.0,900.0,-2.25,2.157,0.9,0.93,5.22,0.0
327,14.1,71.25,2294.0,900.0,-14.25,0.0,0.83,0.98,4.86,0.0
328,14.1,71.25,2166.0,900.0,-9.0,2.502,0.13,0.18,4.17,0.0
329,14.1,71.25,1987.0,900.0,4.5,5.76,0.98,1.03,12.08,0.0
329,14.1,71.25,2002.0,900.0,27.0,5.85,0.95,1.03,12.65,0.0
329,14.1,71.25,2020.0,900.0,27.0,4.666,0.93,1.02,8.98,0.0
330,14.1,71.25,2007.0,900.0,31.5,3.104,0.89,1.0,7.47,0.0
330,14.1,71.25,1988.0,900.0,30.75,3.731,0.69,0.95,10.03,0.0
331,14.1,71.25,1983.0,900.0,29.25,4.205,0.21,0.25,10.28,0.0
331,14.1,71.25,1990.0,900.0,29.25,4.352,0.37,0.26,10.33,0.0
331,14.1,71.25,1999.0,900.0,30.0,4.218,0.79,0.82,10.21,0.0
332,14.1,71.25,2002.0,900.0,30.0,4.288,0.38,0.32,10.08,0.0
332,14.1,71.25,2008.0,900.0,30.0,4.045,0.79,0.85,10.03,0.0
333,14.1,71.25,2009.0,900.0,30.0,4.154,0.75,0.33,9.96,0.0
333,14.1,71.25,2012.0,900.0,30.0,4.083,0.78,0.84,10.13,0.0
333,14.1,71.25,2025.0,1940.0,28.5,4.768,0.81,0.8,11.91,93.0
334,14.1,71.25,2047.0,900.0,27.75,4.864,0.67,0.84,11.72,0.0
334,14.1,71.25,2061.0,900.0,27.75,4.787,0.38,0.76,11.25,0.0
335,14.1,71.25,2091.0,2520.0,28.5,4.429,0.82,0.86,10.99,43.5
335,14.1,71.25,2097.0,2520.0,29.25,4.045,0.24,0.36,10.13,43.5
335,14.1,71.25,2098.0,900.0,30.0,3.904,0.74,0.86,10.08,0.0
336,14.1,71.25,2097.0,2520.0,30.0,3.936,0.08,0.31,1378.13,43.5
336,14.1,71.25,2093.0,900.0,29.25,4.07,0.29,0.57,10.4,0.0
336,14.1,71.25,2110.0,900.0,27.75,4.704,0.22,0.71,11.6,0.0
337,14.1,71.25,2127.0,900.0,28.5,4.582,0.81,0.76,11.6,0.0
337,14.1,71.25,2145.0,2520.0,29.25,4.704,0.63,0.3,11.6,42.75
338,14.1,71.25,2166.0,900.0,29.25,4.621,0.22,0.37,11.6,-0.75
338,14.1,71.25,2183.0,900.0,29.25,4.538,0.8,0.81,11.6,-0.75
338,14.1,71.25,2207.0,1940.0,28.5,4.883,0.81,0.77,13.06,93.0
339,14.1,71.25,2247.0,900.0,28.5,5.312,0.78,0.75,13.62,-0.75
339,14.1,71.25,2285.0,900.0,28.5,5.44,0.74,0.57,13.67,-1.5
340,14.1,71.25,2337.0,900.0,28.5,5.402,0.23,0.33,14.11,-1.5
340,14.1,71.25,2391.0,900.0,28.5,5.472,0.22,0.44,14.65,-1.5
340,14.1,71.25,2452.0,900.0,29.25,5.517,0.21,0.25,14.89,-1.5
341,14.1,71.25,2514.0,900.0,29.25,5.485,0.2,0.24,15.01,-0.75
341,14.1,71.25,2576.0,900.0,30.0,5.747,0.19,0.22,15.8,-1.5
342,14.1,71.25,2659.0,900.0,30.0,6.157,0.22,0.24,16.65,-1.5
342,14.1,71.25,2744.0,900.0,30.0,6.17,0.81,0.78,16.97,-1.5
342,14.1,71.25,2835.0,900.0,30.0,6.278,0.76,0.6,17.38,-1.5
343,14.1,71.25,2905.0,900.0,30.0,6.304,0.8,0.54,17.58,-1.5
343,14.1,71.25,2966.0,900.0,20.25,3.725,0.22,0.29,11.67,0.0
344,14.1,71.25,2718.0,900.0,39.75,1.747,0.16,0.22,6.25,0.0
344,14.1,71.25,2539.0,900.0,39.0,1.952,0.2,0.24,5.4,0.0
344,14.1,71.25,2127.0,900.0,7.5,2.394,0.16,0.2,4.49,0.0
345,14.1,71.25,1889.0,900.0,33.0,3.328,0.98,1.01,7.71,0.0
345,14.1,71.25,1845.0,900.0,32.25,3.674,0.92,1.01,9.59,0.0
346,14.1,71.25,1846.0,900.0,30.75,4.518,0.89,1.01,10.45,0.0
346,14.1,71.25,1848.0,900.0,30.0,4.448,0.22,0.91,10.4,0.0
346,14.1,71.25,1862.0,900.0,29.25,4.621,0.33,0.29,10.28,0.0
347,14.1,71.25,1871.0,900.0,30.0,4.333,0.23,0.75,9.55,0.0
347,14.1,71.25,1875.0,900.0,30.75,3.885,0.8,0.76,9.3,0.0
348,14.1,71.25,1890.0,900.0,30.0,4.909,0.78,0.49,12.33,0.0
348,14.1,71.25,1901.0,900.0,28.5,5.702,0.84,0.92,13.48,0.0
348,14.1,71.25,1919.0,900.0,29.25,4.314,0.23,0.63,9.67,0.0
349,14.1,71.25,1948.0,900.0,30.75,3.949,0.83,0.85,9.3,0.0
349,14.1,71.25,1965.0,900.0,29.25,4.474,0.84,0.91,10.74,0.0
349,14.1,71.25,1999.0,900.0,27.0,5.082,0.83,0.95,12.33,0.0
352,14.1,72.0,2304.0,900.0,24.75,5.837,0.82,0.86,15.06,0.0
352,14.1,72.0,2347.0,900.0,30.75,3.526,0.21,0.29,8.98,0.0
353,14.1,72.0,2363.0,900.0,34.5,2.419,0.18,0.22,7.35,0.0
353,14.1,72.0,2362.0,900.0,35.25,2.31,0.19,0.23,7.06,0.0
353,14.1,72.0,2385.0,900.0,33.75,3.29,0.21,0.26,10.5,0.0
354,14.1,72.0,2401.0,900.0,30.75,4.493,0.89,0.95,12.04,0.0
355,14.1,72.0,2452.0,900.0,30.0,4.749,0.22,0.26,13.18,0.0
355,14.1,72.0,2470.0,900.0,29.25,4.986,0.2,0.51,13.48,0.0
355,14.1,72.0,2519.0,900.0,30.0,4.954,0.67,0.55,13.67,0.0
356,14.1,72.0,2565.0,900.0,30.75,5.05,0.18,0.23,14.53,0.0
356,14.1,72.0,2626.0,900.0,30.0,5.434,0.2,0.24,14.94,0.0
357,14.1,72.0,2673.0,900.0,30.0,3.085,0.18,0.23,9.55,0.0
357,14.1,72.75,2704.0,900.0,36.75,2.56,0.18,0.22,8.45,0.0
358,14.1,72.75,2745.0,900.0,6.0,4.762,0.34,0.26,13.43,0.0
358,14.1,72.75,2799.0,900.0,33.0,4.787,0.28,0.82,13.43,0.0
359,14.1,72.75,2847.0,900.0,31.5,5.248,0.81,0.88,14.89,0.0
359,14.1,72.75,2893.0,900.0,31.5,5.21,0.21,0.4,14.84,0.0
359,14.1,72.75,2941.0,900.0,26.25,3.213,0.18,0.24,10.45,0.0
360,14.1,72.75,2973.0,900.0,36.75,2.566,0.22,0.26,8.45,0.0
360,14.1,72.75,2969.0,900.0,39.0,1.933,0.27,0.29,6.69,0.0
361,14.1,72.75,3000.0,900.0,-1.5,2.029,0.18,0.23,6.79,0.0
361,14.1,72.75,2979.0,900.0,-12.0,0.0,0.12,0.18,7.1,0.0
361,14.1,72.75,2965.0,2500.0,-12.0,0.0,0.12,0.17,7.1,30.75
362,14.1,72.75,2958.0,900.0,-10.5,0.0,0.12,0.17,7.1,0.0
362,14.1,72.75,2962.0,900.0,39.0,2.33,0.74,0.22,8.98,0.0
363,14.1,72.75,2953.0,900.0,11.25,4.474,0.82,0.55,13.43,0.0
363,14.1,72.75,2980.0,900.0,24.75,3.213,0.29,0.89,10.89,0.0
363,14.1,72.75,2993.0,900.0,37.5,2.528,0.21,0.24,8.69,0.0
364,14.1,72.75,2956.0,900.0,39.0,1.914,0.23,0.26,7.06,0.0
364,14.1,72.75,2973.0,900.0,5.25,2.01,0.17,0.21,7.1,0.0
367,14.1,72.75,3000.0,900.0,19.5,1.805,0.2,0.72,7.1,0.0
367,14.1,73.5,3002.0,900.0,-11.25,0.0,0.15,0.2,7.15,0.0
367,14.1,73.5,2966.0,2520.0,11.25,2.093,0.08,0.32,1409.18,30.75
368,14.1,73.5,2970.0,2520.0,10.5,4.838,0.22,0.26,14.65,30.75
368,14.1,73.5,3006.0,900.0,32.25,4.806,0.85,0.89,14.28,0.0
368,14.1,73.5,3029.0,900.0,33.0,4.365,0.22,0.25,13.43,0.0
369,14.1,73.5,3053.0,900.0,33.75,4.243,0.21,0.45,13.06,0.0
369,14.1,73.5,3060.0,900.0,33.75,4.134,0.22,0.71,13.06,0.0
370,14.1,73.5,3073.0,900.0,17.25,3.014,0.22,0.69,10.21,0.0
370,14.1,73.5,2827.0,900.0,39.75,1.677,0.16,0.22,6.79,0.0
370,14.1,73.5,2619.0,900.0,39.0,1.888,0.17,0.2,6.2,0.0
371,14.1,73.5,2225.0,900.0,36.0,3.11,0.15,0.19,7.96,0.0
371,14.1,73.5,2213.0,900.0,31.5,4.333,1.0,1.03,9.11,0.0
372,14.1,73.5,2215.0,900.0,30.75,4.902,1.0,1.04,10.28,0.0
372,14.1,73.5,2218.0,900.0,30.0,4.698,0.99,1.05,10.4,0.0
372,14.1,73.5,2221.0,900.0,30.0,4.454,0.97,1.04,10.57,0.0
373,14.1,73.5,2226.0,900.0,30.0,4.474,0.95,1.03,10.94,0.0
373,14.1,73.5,2232.0,900.0,30.0,4.262,0.92,1.02,10.89,0.0
374,14.1,73.5,2241.0,900.0,30.75,4.07,0.83,0.97,10.89,0.0
374,14.1,73.5,2245.0,900.0,30.75,4.147,0.6,0.85,10.89,0.0
374,14.1,73.5,2246.0,900.0,32.25,3.514,0.21,0.69,8.86,0.0
375,14.1,73.5,2244.0,900.0,17.25,2.618,0.72,0.39,7.23,0.0
375,14.1,73.5,2221.0,900.0,12.0,2.259,0.22,0.33,5.47,0.0
376,14.1,73.5,2223.0,900.0,24.0,1.933,0.86,0.89,5.15,0.0
376,14.1,73.5,2207.0,900.0,12.75,1.574,0.2,0.52,3.93,0.0
377,14.1,73.5,2154.0,900.0,-13.5,0.0,0.14,0.18,4.0,0.0
377,14.1,73.5,2125.0,900.0,-13.5,0.0,0.12,0.18,4.0,0.0
378,14.1,73.5,2101.0,2520.0,-4.5,2.355,0.12,0.17,4.13,43.5
378,14.1,73.5,2113.0,900.0,18.0,4.384,0.99,0.97,10.4,0.0
378,14.1,73.5,2091.0,900.0,24.0,6.483,0.99,1.04,12.7,0.0
379,14.1,73.5,2099.0,900.0,26.25,5.99,0.97,1.05,12.33,0.0
379,14.1,73.5,2113.0,900.0,27.0,5.44,0.96,1.03,12.08,0.0
380,14.1,73.5,2123.0,900.0,27.75,5.222,0.93,1.02,12.28,0.0
380,14.1,73.5,2140.0,900.0,27.75,5.024,0.9,1.0,12.28,0.0
380,14.1,73.5,2153.0,900.0,27.0,4.89,0.75,0.96,12.52,0.0
381,14.1,73.5,2166.0,900.0,27.0,5.024,0.72,0.87,12.7,0.0
381,14.1,73.5,2178.0,900.0,27.75,4.864,0.24,0.72,12.21,0.0
382,14.1,73.5,2187.0,900.0,27.75,4.845,0.23,0.67,12.21,0.0
382,14.1,73.5,2194.0,900.0,28.5,4.672,0.79,0.88,12.08,-0.75
382,14.1,73.5,2204.0,900.0,30.0,3.936,0.81,0.77,10.4,0.0
383,14.1,73.5,2207.0,900.0,30.0,4.045,0.28,0.53,10.45,0.0
383,14.1,73.5,2213.0,900.0,30.0,3.949,0.23,0.78,10.45,0.0
384,14.1,73.5,2212.0,900.0,30.0,3.987,0.81,0.78,10.5,0.0
384,14.1,73.5,2214.0,900.0,30.0,4.077,0.49,0.71,10.5,0.0
384,14.1,73.5,2221.0,900.0,30.0,3.968,0.22,0.58,10.5,0.0
385,14.1,73.5,2223.0,900.0,30.0,3.923,0.81,0.82,10.5,0.0
385,14.1,73.5,2228.0,900.0,30.75,3.808,0.82,0.67,10.13,0.0
386,14.1,73.5,2232.0,900.0,30.75,3.584,0.22,0.4,9.06,0.0
386,14.1,73.5,2230.0,900.0,31.5,3.27,0.27,0.84,9.06,0.0
386,14.1,73.5,2226.0,900.0,31.5,3.405,0.65,0.36,9.11,0.0
387,14.1,73.5,2231.0,900.0,30.75,3.789,0.74,0.43,10.03,0.0
387,14.1,73.5,2233.0,900.0,30.75,3.846,0.75,0.85,10.28,0.0
388,14.1,73.5,2238.0,900.0,30.0,3.987,0.37,0.49,10.33,0.0
388,14.1,73.5,2241.0,900.0,30.0,3.904,0.22,0.42,10.33,0.0
388,14.1,73.5,2243.0,900.0,30.75,3.776,0.39,0.8,10.33,0.0
389,14.1,73.5,2245.0,900.0,21.75,2.995,0.77,0.82,7.59,0.0
389,14.1,73.5,2236.0,900.0,17.25,2.547,0.21,0.25,6.98,0.0
390,14.1,73.5,2224.0,900.0,23.25,2.17,0.23,0.27,5.15,0.0
390,14.1,73.5,2202.0,900.0,12.75,1.875,0.61,0.91,4.79,0.0
390,14.1,73.5,2187.0,900.0,6.75,1.568,0.21,0.3,3.56,0.0
391,14.1,73.5,2167.0,900.0,-12.75,1.926,0.17,0.21,3.69,0.0
391,14.1,73.5,2142.0,900.0,-13.5,0.0,0.14,0.18,4.17,0.0
392,14.1,73.5,2109.0,900.0,8.25,2.534,0.2,0.21,5.1,0.0
392,14.1,73.5,2118.0,900.0,17.25,4.474,0.99,1.03,10.21,0.0
392,14.1,73.5,2091.0,900.0,19.5,4.96,0.99,1.06,10.28,0.0
393,14.1,73.5,2097.0,900.0,29.25,4.691,0.97,1.04,10.28,0.0
393,14.1,73.5,2094.0,900.0,15.75,2.982,0.94,1.02,6.93,0.0
394,14.1,73.5,2089.0,2500.0,21.0,2.445,0.92,1.01,5.71,43.5
394,14.1,73.5,1782.0,2520.0,-5.25,14.406,0.08,0.48,290.63,51.75
395,14.1,73.5,3032.0,900.0,9.75,1.523,0.93,1.0,5.22,0.0
395,14.1,73.5,2576.0,900.0,39.75,1.53,0.14,0.18,5.27,0.0
396,14.1,73.5,2698.0,900.0,-9.0,0.0,0.16,0.21,6.37,0.0
396,14.1,73.5,2701.0,900.0,-12.75,0.0,0.12,0.17,6.93,0.0
396,14.1,73.5,2653.0,900.0,-14.25,0.0,0.12,0.17,6.62,0.0
397,14.1,73.5,2567.0,900.0,-15.0,0.0,0.12,0.17,6.25,0.0
397,14.1,73.5,2438.0,900.0,-14.25,0.0,0.11,0.17,5.4,0.0
398,14.1,73.5,2286.0,900.0,-14.25,0.0,0.11,0.17,5.1,0.0
398,14.1,73.5,2221.0,900.0,-14.25,0.0,0.12,0.18,4.79,0.0
398,14.1,73.5,2166.0,2500.0,-14.25,0.0,0.11,0.18,4.54,42.0
399,14.1,73.5,2111.0,900.0,-14.25,0.0,0.12,0.18,4.3,0.0
399,14.1,73.5,2055.0,900.0,-14.25,0.0,0.12,0.18,4.17,0.0
400,14.1,73.5,2000.0,900.0,-14.25,0.0,0.12,0.19,4.0,0.0
400,14.1,73.5,1962.0,900.0,-14.25,0.0,0.11,0.18,3.93,0.0
400,14.1,73.5,1911.0,900.0,-12.75,0.0,0.12,0.19,3.88,0.0
401,14.1,73.5,1859.0,900.0,-12.75,0.0,0.12,0.19,3.93,0.0
401,14.1,73.5,1818.0,900.0,-12.75,0.0,0.11,0.19,4.0,0.0
402,14.1,73.5,1791.0,900.0,15.75,2.445,0.13,0.2,6.79,0.0
402,14.1,73.5,1788.0,900.0,1.5,7.206,0.92,0.88,15.67,0.0
402,14.1,73.5,1830.0,900.0,21.0,7.802,0.9,0.99,16.16,0.0
403,14.1,73.5,1889.0,900.0,22.5,6.867,0.82,0.94,15.38,0.0
403,14.1,73.5,1949.0,900.0,23.25,6.771,0.83,0.95,15.01,0.0
404,14.1,73.5,1996.0,900.0,25.5,5.811,0.81,0.95,13.62,0.0
404,14.1,73.5,2036.0,900.0,25.5,5.798,0.81,0.89,13.62,0.0
404,14.1,73.5,2077.0,900.0,24.75,5.709,0.79,0.91,13.67,0.0
405,14.1,73.5,2114.0,900.0,25.5,5.696,0.76,0.87,13.87,0.0
405,14.1,73.5,2157.0,900.0,25.5,5.498,0.65,0.88,13.92,0.0
406,14.1,73.5,2194.0,900.0,25.5,5.6,0.81,0.8,14.28,0.0
406,14.1,72.75,2233.0,900.0,24.75,5.926,0.77,0.8,14.89,0.0
406,14.1,72.75,2282.0,900.0,24.75,6.227,0.23,0.42,15.75,0.0
407,14.1,72.75,2309.0,900.0,24.75,6.029,0.78,0.86,15.75,0.0
407,14.1,72.75,2392.0,900.0,23.25,7.405,0.21,0.29,21.34,0.0
408,14.1,72.75,2436.0,900.0,21.0,8.819,0.22,0.3,25.37,-0.75
408,14.1,72.75,2524.0,900.0,20.25,9.587,0.22,0.29,35.89,-0.75
408,14.1,72.75,2593.0,900.0,18.75,10.413,0.22,0.27,43.97,-0.75
409,14.1,72.75,2692.0,900.0,18.75,10.451,0.73,0.79,41.48,-0.75
409,14.1,72.75,2799.0,900.0,19.5,11.136,0.3,0.37,39.72,-0.75
410,14.1,72.75,2902.0,900.0,19.5,11.341,0.73,0.86,39.36,-0.75
410,14.1,72.75,3017.0,900.0,20.25,11.091,0.73,0.93,37.89,-0.75
410,14.1,72.75,3114.0,2520.0,21.0,10.874,0.77,0.95,37.96,30.0
411,14.1,72.75,3217.0,900.0,21.0,10.97,0.45,0.97,37.89,-1.5
411,14.1,72.75,3327.0,900.0,21.0,10.861,0.76,1.0,38.13,-1.5
412,14.1,72.75,3363.0,900.0,8.25,4.762,0.94,1.06,13.18,0.0
412,14.1,72.75,3161.0,900.0,39.75,1.299,0.84,0.6,6.01,0.0
412,14.1,72.75,2713.0,900.0,39.75,1.389,0.14,0.25,5.88,0.0
413,14.1,72.75,2554.0,900.0,29.25,5.6,0.68,0.29,16.89,0.0
413,14.1,72.75,2513.0,900.0,24.75,7.904,0.19,0.28,21.9,0.0
414,14.1,72.75,2533.0,900.0,21.0,9.67,0.33,0.85,28.27,0.0
414,14.1,72.75,2569.0,1940.0,20.25,9.613,0.47,0.88,29.98,93.0
414,14.1,72.75,2618.0,900.0,20.25,9.504,0.8,0.87,30.66,0.0
415,14.1,72.75,2657.0,900.0,20.25,9.485,0.81,0.85,30.3,0.0
415,14.1,72.75,2699.0,900.0,21.0,9.408,0.77,0.9,29.98,0.0
416,14.1,72.75,2733.0,900.0,21.0,9.37,0.68,0.92,29.61,0.0
416,14.1,72.75,2800.0,900.0,18.0,10.976,0.83,1.0,42.99,0.0
416,14.1,72.75,2838.0,900.0,18.75,10.931,0.75,0.99,41.97,0.0
417,14.1,72.75,2884.0,900.0,18.75,10.842,0.81,1.0,41.48,0.0
417,14.1,72.75,2937.0,900.0,18.75,10.573,0.65,1.0,40.21,0.0
418,14.1,72.75,2985.0,900.0,18.75,10.995,0.68,1.0,38.94,0.0
418,14.1,72.75,3033.0,900.0,19.5,10.726,0.78,1.01,38.38,0.0
418,14.1,72.75,3057.0,900.0,27.0,4.717,0.93,1.09,14.28,0.0
419,14.1,72.75,3064.0,900.0,36.75,2.24,0.16,0.32,9.23,0.0
419,14.1,72.75,3040.0,900.0,39.0,1.843,0.17,0.27,6.69,0.0
419,14.1,72.75,3022.0,900.0,0.75,1.683,0.16,0.27,6.79,0.0
420,14.1,72.75,3001.0,2500.0,-12.0,0.0,0.08,0.32,7.15,29.25
420,14.1,72.75,2959.0,900.0,-12.0,0.0,0.12,0.23,7.06,0.0
421,14.1,72.75,2930.0,900.0,-10.5,0.0,0.12,0.23,7.06,0.0
421,14.1,72.75,2908.0,900.0,-10.5,0.0,0.12,0.23,6.98,0.0
421,14.1,72.75,2868.0,900.0,-12.0,0.0,0.12,0.23,6.86,0.0
422,14.1,72.75,2840.0,900.0,-11.25,0.0,0.12,0.22,6.79,0.0
422,14.1,72.75,2811.0,900.0,-11.25,0.0,0.12,0.22,6.79,0.0
423,14.1,72.75,2778.0,900.0,-11.25,0.0,0.12,0.22,6.69,0.0
423,14.1,72.75,2742.0,900.0,-12.75,0.0,0.12,0.22,7.23,0.0
423,14.1,72.75,2714.0,900.0,-12.75,0.0,0.12,0.23,7.1,0.0
424,14.1,72.75,2689.0,900.0,-14.25,0.0,0.12,0.22,7.06,0.0
424,14.1,72.75,2658.0,900.0,-14.25,0.0,0.11,0.22,6.93,0.0
425,14.1,73.5,2629.0,900.0,-15.0,0.0,0.12,0.22,6.86,0.0
425,14.1,73.5,2600.0,900.0,-15.0,0.0,0.12,0.22,6.74,0.0
425,14.1,73.5,2582.0,900.0,-15.0,0.0,0.11,0.22,6.69,0.0
426,14.1,73.5,2556.0,900.0,3.75,2.061,0.13,0.22,5.47,0.0
426,14.1,73.5,2539.0,900.0,30.0,5.312,0.86,0.96,14.77,0.0
427,14.1,73.5,2551.0,900.0,27.75,6.682,0.91,1.05,16.28,0.0
427,14.1,73.5,2572.0,900.0,28.5,6.067,0.29,0.94,15.92,0.0
427,14.1,73.5,2585.0,900.0,28.5,6.163,0.61,0.51,15.92,0.0
428,14.1,73.5,2599.0,900.0,28.5,6.17,0.23,0.36,16.04,0.0
428,14.1,73.5,2618.0,900.0,28.5,6.189,0.22,0.82,16.24,0.0
429,14.1,73.5,2638.0,900.0,27.75,6.368,0.51,0.86,16.53,0.0
429,14.1,73.5,2655.0,900.0,28.5,6.33,0.44,0.43,16.41,0.0
429,14.1,73.5,2667.0,900.0,28.5,6.08,0.78,0.66,16.11,0.0
430,14.1,73.5,2680.0,900.0,32.25,4.403,0.83,0.89,13.06,0.0
430,14.1,73.5,2677.0,900.0,35.25,2.918,0.18,0.27,9.42,0.0
431,14.1,73.5,2664.0,900.0,37.5,2.413,0.2,0.29,7.76,0.0
431,14.1,73.5,2659.0,900.0,36.75,3.27,0.22,0.3,11.25,0.0
431,14.1,73.5,2667.0,900.0,27.0,7.622,0.94,1.03,18.04,0.0
432,14.1,73.5,2687.0,900.0,27.75,6.509,0.87,1.04,17.09,0.0
432,14.1,73.5,2700.0,900.0,27.75,6.502,0.23,0.52,17.14,0.0
433,14.1,73.5,2716.0,900.0,28.5,6.304,0.74,0.55,16.41,0.0
433,14.1,73.5,2733.0,900.0,33.0,3.814,0.19,0.3,11.18,0.0
433,14.1,73.5,2728.0,900.0,36.0,2.803,0.19,0.28,8.98,0.0
434,14.1,73.5,2719.0,900.0,37.5,2.355,0.22,0.3,7.59,0.0
434,14.1,73.5,2733.0,2000.0,36.75,3.219,0.44,0.3,459.38,93.0
435,14.1,73.5,2723.0,900.0,30.0,6.464,0.94,1.04,15.87,0.0
435,14.1,73.5,2733.0,900.0,28.5,6.349,0.91,1.05,16.41,0.0
435,14.1,73.5,2743.0,900.0,28.5,5.894,0.23,0.91,16.28,0.0
436,14.1,73.5,2758.0,900.0,29.25,5.702,0.8,0.91,15.92,0.0
436,14.1,73.5,2773.0,900.0,30.0,5.536,0.76,0.49,15.45,0.0
436,14.1,73.5,2780.0,900.0,30.75,3.398,0.2,0.76,10.4,0.0
437,14.1,73.5,2768.0,900.0,36.75,2.618,0.18,0.27,8.69,0.0
437,14.1,73.5,2759.0,900.0,39.0,2.093,0.18,0.27,6.74,0.0
438,14.1,73.5,2735.0,900.0,-3.75,1.83,0.16,0.25,6.13,0.0
438,14.1,73.5,2679.0,900.0,-12.0,0.0,0.12,0.22,6.49,0.0
439,14.1,73.5,2659.0,900.0,-12.0,0.0,0.12,0.22,6.37,0.0
439,14.1,73.5,2629.0,900.0,-12.0,0.0,0.12,0.22,6.25,0.0
440,14.1,73.5,2599.0,900.0,-12.75,0.0,0.12,0.22,6.13,0.0
440,14.1,73.5,2570.0,900.0,-12.75,0.0,0.12,0.22,6.01,0.0
440,14.1,73.5,2541.0,900.0,-14.25,0.0,0.11,0.22,5.93,0.0
441,14.1,73.5,2510.0,900.0,-14.25,0.0,0.12,0.22,5.88,0.0
