LogEntrySeconds,Напряжение батареи ( В),Температура охлаждающей жидкости ( °С),Обороты  двигателя ( об/мин),Желаемые обороты холостого хода ( об/мин),Угол опережения зажигания ( °ПКВ),Длительность импульса впрыска ( мс),Напряжение датчика кислорода 1 ( В),Напряжение датчика кислорода 2 ( В),Положение дроссельной заслонки ( %),Величина отскока УОЗ при детонации ( °ПКВ)
902,14.1,89.25,795.0,800.0,10.5,3.04,0.82,0.85,3.08,0.0
902,14.1,89.25,796.0,800.0,3.75,2.982,0.81,0.86,3.15,0.0
902,14.1,89.25,792.0,800.0,5.25,3.174,0.2,0.39,3.15,0.0
903,14.1,89.25,797.0,800.0,8.25,3.098,0.26,0.25,3.2,0.0
903,14.1,89.25,804.0,800.0,3.75,3.027,0.78,0.82,3.15,0.0
904,14.0,89.25,792.0,800.0,14.25,2.918,0.76,0.84,3.2,0.0
904,14.1,89.25,796.0,800.0,3.75,3.13,0.22,0.33,3.2,0.0
905,14.1,89.25,800.0,800.0,6.0,3.053,0.23,0.56,3.2,0.0
905,14.1,89.25,800.0,800.0,5.25,3.014,0.8,0.84,3.2,0.0
905,14.1,89.25,795.0,800.0,6.75,3.04,0.54,0.83,3.15,0.0
906,14.1,89.25,798.0,800.0,4.5,3.04,0.73,0.8,3.2,0.0
907,14.1,89.25,794.0,800.0,8.25,2.97,0.77,0.85,3.15,0.0
907,14.0,89.25,796.0,800.0,2.25,2.97,0.24,0.78,3.15,0.0
907,14.1,89.25,794.0,800.0,7.5,3.034,0.21,0.22,3.2,0.0
908,14.0,90.0,794.0,800.0,9.75,3.014,0.24,0.45,3.2,0.0
908,14.1,90.0,793.0,800.0,5.25,2.982,0.8,0.83,3.15,0.0
909,14.1,90.0,792.0,800.0,6.0,3.002,0.47,0.83,3.15,0.0
909,14.1,90.0,794.0,800.0,6.0,3.04,0.21,0.23,3.15,0.0
909,14.1,90.0,794.0,800.0,6.0,3.11,0.24,0.27,3.15,0.0
910,14.0,90.0,799.0,800.0,0.0,3.059,0.8,0.81,3.15,0.0
910,14.0,90.0,804.0,800.0,6.0,2.944,0.82,0.88,3.15,0.0
911,14.1,90.0,791.0,800.0,9.0,2.995,0.79,0.85,3.15,0.0
911,14.1,90.0,797.0,800.0,4.5,3.085,0.22,0.24,3.15,0.0
911,14.0,90.0,797.0,800.0,6.0,3.04,0.24,0.68,3.15,0.0
912,14.1,90.0,800.0,800.0,3.75,2.944,0.81,0.84,3.15,0.0
912,14.0,90.0,802.0,800.0,3.0,2.976,0.8,0.86,3.15,0.0
913,14.0,90.0,798.0,800.0,4.5,3.072,0.22,0.4,3.15,0.0
913,14.0,90.0,799.0,800.0,3.0,3.168,0.22,0.23,3.15,0.0
913,14.0,90.0,805.0,800.0,6.75,3.085,0.38,0.73,3.15,0.0
914,14.1,90.0,800.0,800.0,5.25,2.995,0.82,0.87,3.15,0.0
914,14.1,90.0,801.0,800.0,3.75,3.002,0.78,0.86,3.15,0.0
917,14.1,90.75,800.0,800.0,6.0,3.014,0.79,0.82,3.15,0.0
917,14.1,90.75,801.0,800.0,6.75,2.95,0.77,0.84,3.15,0.0
917,14.1,90.75,795.0,800.0,6.75,2.957,0.71,0.84,3.15,0.0
918,14.1,90.75,792.0,800.0,9.75,3.04,0.21,0.23,3.08,0.0
918,14.0,90.75,795.0,800.0,3.0,3.072,0.22,0.22,3.08,0.0
919,14.0,90.75,805.0,800.0,-2.25,3.098,0.76,0.81,3.08,0.0
919,14.0,90.75,798.0,1920.0,8.25,2.989,1.08,0.66,3.15,-5.25
919,14.1,90.75,792.0,800.0,10.5,3.021,0.24,0.78,3.15,0.0
920,14.1,90.75,795.0,800.0,6.0,3.04,0.22,0.32,3.15,0.0
920,14.1,90.75,802.0,800.0,9.0,2.989,0.78,0.8,3.08,0.0
921,14.1,90.75,797.0,800.0,6.0,2.957,0.8,0.86,3.15,0.0
921,14.0,90.75,798.0,800.0,6.0,3.021,0.22,0.33,3.08,0.0
921,14.1,90.75,799.0,800.0,6.75,3.008,0.23,0.23,3.15,0.0
922,14.1,90.75,803.0,800.0,6.0,3.014,0.73,0.8,3.08,0.0
922,14.1,90.75,796.0,800.0,6.75,2.957,0.79,0.85,3.15,0.0
923,14.1,90.75,798.0,800.0,6.0,2.918,0.24,0.82,3.08,0.0
923,14.1,90.75,798.0,800.0,6.75,3.034,0.21,0.22,3.15,0.0
926,14.1,91.5,793.0,800.0,3.75,2.97,0.74,0.84,3.15,0.0
926,14.0,91.5,792.0,800.0,11.25,2.995,0.21,0.22,3.15,0.0
927,14.0,91.5,798.0,800.0,6.75,3.034,0.23,0.39,3.15,0.0
927,14.1,91.5,803.0,800.0,5.25,2.982,0.77,0.83,3.08,0.0
927,14.1,91.5,801.0,800.0,6.75,3.053,0.73,0.83,3.15,0.0
928,14.1,91.5,803.0,800.0,6.0,3.046,0.24,0.67,3.15,0.0
928,14.1,91.5,804.0,800.0,3.75,2.982,0.78,0.82,3.08,0.0
929,14.1,91.5,798.0,800.0,6.75,2.925,0.82,0.86,3.08,0.0
929,14.1,91.5,796.0,800.0,11.25,2.995,0.23,0.74,3.15,0.0
929,14.1,91.5,801.0,800.0,4.5,3.04,0.22,0.24,3.15,0.0
930,14.1,91.5,799.0,800.0,3.0,3.014,0.71,0.79,3.15,0.0
930,14.0,91.5,798.0,800.0,12.75,2.982,0.8,0.85,3.08,0.0
931,14.0,91.5,794.0,800.0,10.5,2.918,0.22,0.82,3.15,0.0
931,14.0,91.5,797.0,800.0,5.25,2.995,0.21,0.23,3.15,0.0
931,14.0,91.5,802.0,800.0,0.75,3.059,0.66,0.68,3.08,0.0
932,14.0,91.5,788.0,800.0,12.0,2.944,0.76,0.85,3.15,0.0
932,14.0,91.5,794.0,800.0,9.0,2.963,0.22,0.42,3.15,0.0
933,14.1,91.5,803.0,800.0,5.25,3.04,0.22,0.23,3.08,0.0
933,14.1,91.5,800.0,800.0,4.5,2.944,0.8,0.82,3.15,0.0
934,14.0,91.5,797.0,800.0,3.0,2.925,0.78,0.84,3.15,0.0
934,14.1,91.5,795.0,800.0,7.5,2.995,0.21,0.63,3.15,0.0
934,14.0,91.5,799.0,800.0,12.75,2.963,0.24,0.33,3.15,0.0
935,14.1,92.25,801.0,800.0,4.5,3.04,0.74,0.81,3.15,0.0
935,14.0,92.25,788.0,800.0,10.5,2.97,0.77,0.86,3.15,0.0
936,14.1,92.25,797.0,800.0,6.0,3.034,0.22,0.37,3.15,0.0
936,14.1,92.25,800.0,800.0,4.5,3.078,0.35,0.64,3.15,0.0
936,14.1,92.25,805.0,800.0,4.5,3.021,0.79,0.84,3.15,0.0
937,14.1,92.25,796.0,800.0,5.25,3.053,0.29,0.8,3.15,0.0
937,14.1,92.25,798.0,800.0,0.75,3.072,0.59,0.46,3.15,0.0
938,14.1,92.25,800.0,800.0,4.5,3.021,0.83,0.85,3.15,0.0
938,14.0,92.25,796.0,800.0,6.0,2.963,0.77,0.85,3.15,0.0
939,14.1,92.25,796.0,800.0,10.5,2.989,0.21,0.31,3.15,0.0
939,14.0,92.25,796.0,800.0,6.0,3.085,0.24,0.24,3.15,0.0
939,14.0,92.25,799.0,800.0,5.25,2.982,0.8,0.82,3.08,0.0
940,14.0,92.25,787.0,800.0,12.0,2.918,0.32,0.83,3.15,0.0
941,14.0,92.25,801.0,800.0,7.5,3.008,0.22,0.42,3.15,0.0
941,14.0,92.25,797.0,800.0,6.0,2.995,0.8,0.83,3.08,0.0
941,14.1,92.25,802.0,800.0,3.75,2.963,0.83,0.87,3.08,0.0
942,14.1,92.25,802.0,800.0,4.5,2.886,0.72,0.85,3.08,0.0
942,14.0,92.25,806.0,800.0,9.75,2.944,0.24,0.82,3.08,0.0
943,14.0,92.25,801.0,800.0,11.25,2.816,0.82,0.89,3.08,0.0
943,14.0,92.25,799.0,800.0,9.0,2.771,0.83,0.91,3.08,0.0
944,14.0,92.25,804.0,800.0,9.75,2.803,0.72,0.89,3.03,0.0
944,14.1,92.25,804.0,800.0,4.5,2.835,0.84,0.92,3.03,0.0
945,14.0,93.0,796.0,800.0,8.25,2.797,0.76,0.88,3.08,0.0
945,14.0,93.0,799.0,800.0,6.75,2.861,0.54,0.87,3.03,0.0
946,14.1,93.0,798.0,800.0,12.0,2.81,0.48,0.85,3.08,0.0
946,14.0,93.0,801.0,800.0,9.75,2.81,0.21,0.81,3.08,0.0
946,14.0,93.0,796.0,800.0,10.5,2.95,0.22,0.8,3.08,0.0
947,14.1,93.0,803.0,800.0,5.25,2.899,0.74,0.84,2.95,0.0
947,14.0,93.0,799.0,800.0,9.75,2.771,0.79,0.88,2.95,0.0
948,14.0,93.0,791.0,800.0,9.0,2.752,0.24,0.85,2.95,0.0
948,14.1,93.0,796.0,800.0,8.25,2.912,0.22,0.22,2.95,0.0
948,14.1,93.0,805.0,800.0,8.25,2.88,0.64,0.79,2.95,0.0
949,14.1,93.0,806.0,800.0,5.25,2.797,0.81,0.85,2.95,0.0
949,14.1,93.0,799.0,800.0,6.0,2.886,0.23,0.84,2.95,0.0
950,14.1,93.0,802.0,800.0,6.75,2.886,0.21,0.36,2.95,0.0
950,14.1,93.0,807.0,800.0,6.0,2.957,0.74,0.78,2.95,0.0
950,14.1,93.0,805.0,800.0,7.5,2.803,0.8,0.86,2.95,0.0
951,14.1,93.0,805.0,800.0,3.0,2.938,0.78,0.86,2.95,0.0
951,14.0,93.0,801.0,800.0,0.0,2.906,0.27,0.35,2.95,0.0
952,14.0,93.0,806.0,800.0,0.75,2.957,0.68,0.79,2.95,0.0
952,14.1,93.0,803.0,800.0,0.0,2.976,0.22,0.88,2.95,0.0
952,14.0,93.0,800.0,800.0,0.75,2.976,0.68,0.82,2.95,0.0
953,14.1,93.0,798.0,800.0,9.0,2.906,0.78,0.86,2.95,0.0
953,14.1,93.0,798.0,800.0,9.75,2.906,0.69,0.85,2.95,0.0
954,14.1,93.0,801.0,800.0,6.0,2.931,0.75,0.83,2.95,0.0
954,14.1,93.0,799.0,800.0,6.75,2.861,0.81,0.85,2.95,0.0
954,14.0,93.75,787.0,800.0,15.75,2.835,0.41,0.85,2.95,0.0
955,14.0,93.75,796.0,800.0,5.25,3.078,0.49,0.76,2.95,0.0
955,14.1,93.75,802.0,800.0,3.0,3.027,0.23,0.54,2.95,0.0
956,14.0,93.75,797.0,800.0,11.25,2.829,0.82,0.87,2.95,0.0
956,14.1,93.75,796.0,800.0,4.5,2.886,0.8,0.86,2.95,0.0
956,14.0,93.75,796.0,800.0,5.25,2.95,0.23,0.44,2.95,0.0
957,14.1,93.75,796.0,800.0,7.5,2.95,0.37,0.74,2.95,0.0
957,14.0,93.75,791.0,800.0,7.5,2.912,0.81,0.85,2.95,0.0
958,14.1,93.75,798.0,800.0,4.5,3.021,0.45,0.85,2.95,0.0
958,14.1,93.75,799.0,800.0,10.5,3.04,0.58,0.69,2.95,0.0
958,14.0,93.75,796.0,800.0,9.0,2.893,0.81,0.86,2.95,0.0
959,14.0,93.75,796.0,800.0,6.0,2.88,0.62,0.85,2.95,0.0
960,14.1,93.75,801.0,800.0,8.25,2.925,0.26,0.83,2.95,0.0
960,14.0,93.75,796.0,800.0,12.0,2.867,0.74,0.86,2.95,0.0
960,14.0,93.75,797.0,1920.0,6.75,3.014,0.22,0.81,2.95,-2.25
961,14.1,93.75,803.0,800.0,5.25,2.995,0.23,0.24,2.95,0.0
961,14.1,93.75,803.0,800.0,6.0,2.918,0.79,0.81,2.95,0.0
962,14.0,93.75,803.0,800.0,5.25,2.918,0.81,0.87,2.91,0.0
962,14.0,93.75,796.0,800.0,10.5,2.861,0.26,0.83,2.91,0.0
962,14.1,93.75,798.0,800.0,7.5,2.995,0.21,0.35,2.91,0.0
963,14.0,93.75,804.0,800.0,8.25,2.95,0.28,0.74,2.95,0.0
964,14.0,93.75,796.0,800.0,14.25,2.938,0.82,0.88,2.91,0.0
964,14.1,93.75,797.0,800.0,7.5,3.002,0.67,0.86,2.91,0.0
964,14.1,93.75,807.0,800.0,4.5,2.912,0.7,0.85,2.95,0.0
965,14.0,93.75,795.0,800.0,7.5,2.867,0.83,0.87,2.95,0.0
965,14.0,93.75,791.0,800.0,14.25,2.931,0.21,0.58,2.95,0.0
966,14.0,93.75,798.0,800.0,7.5,2.931,0.21,0.29,2.91,0.0
966,14.1,93.75,801.0,800.0,6.0,2.95,0.8,0.82,2.95,0.0
966,14.1,94.5,806.0,800.0,3.0,2.88,0.81,0.87,2.91,0.0
967,14.1,94.5,798.0,800.0,7.5,2.925,0.28,0.83,2.91,0.0
967,14.1,94.5,795.0,800.0,8.25,3.014,0.23,0.3,2.95,0.0
968,14.1,94.5,804.0,800.0,0.0,2.95,0.76,0.79,2.95,0.0
968,14.1,94.5,800.0,800.0,4.5,2.918,0.82,0.88,2.91,0.0
968,14.1,94.5,799.0,800.0,6.75,2.861,0.26,0.85,2.91,0.0
969,14.1,94.5,799.0,800.0,6.0,2.963,0.22,0.53,2.91,0.0
969,14.1,94.5,799.0,800.0,5.25,3.014,0.74,0.77,2.95,0.0
970,14.1,94.5,801.0,800.0,7.5,2.88,0.8,0.84,2.95,0.0
970,14.1,94.5,788.0,800.0,12.75,2.925,0.58,0.85,2.91,0.0
970,14.0,94.5,796.0,800.0,12.0,3.04,0.25,0.44,2.95,0.0
971,14.0,94.5,803.0,800.0,5.25,2.931,0.81,0.87,2.95,0.0
971,14.1,94.5,797.0,800.0,7.5,2.918,0.77,0.87,2.91,0.0
972,14.0,94.5,793.0,800.0,6.0,2.931,0.72,0.84,2.95,0.0
972,14.1,94.5,794.0,800.0,12.75,2.976,0.26,0.83,2.95,0.0
972,14.1,94.5,800.0,800.0,8.25,2.861,0.77,0.85,2.91,0.0
973,14.1,94.5,796.0,800.0,3.75,2.931,0.76,0.86,2.95,0.0
973,14.0,94.5,792.0,800.0,11.25,2.938,0.21,0.34,2.91,0.0
974,14.0,94.5,797.0,800.0,10.5,2.957,0.21,0.24,2.95,0.0
974,14.0,94.5,798.0,800.0,9.75,2.842,0.75,0.82,3.03,0.0
974,14.1,94.5,797.0,800.0,9.0,2.874,0.78,0.84,2.95,0.0
975,14.1,94.5,798.0,800.0,6.0,2.912,0.21,0.67,2.95,0.0
975,14.1,94.5,795.0,800.0,6.0,2.976,0.25,0.24,2.95,0.0
976,14.1,94.5,797.0,800.0,7.5,2.938,0.67,0.79,2.95,0.0
976,14.1,94.5,796.0,800.0,6.75,2.88,0.77,0.86,2.95,0.0
976,14.1,94.5,791.0,800.0,10.5,2.893,0.22,0.82,2.95,0.0
977,14.1,94.5,789.0,800.0,11.25,2.982,0.22,0.26,2.95,0.0
977,14.1,94.5,798.0,800.0,3.0,3.021,0.33,0.72,2.95,0.0
977,14.0,94.5,801.0,800.0,4.5,2.925,0.83,0.87,2.95,0.0
978,14.0,95.25,798.0,800.0,15.0,2.848,0.77,0.86,2.95,0.0
980,14.1,95.25,799.0,800.0,6.75,2.995,0.22,0.4,2.95,0.0
981,14.0,95.25,802.0,800.0,1.5,2.963,0.77,0.73,2.95,0.0
981,14.1,95.25,798.0,800.0,5.25,2.906,0.79,0.86,2.95,0.0
982,14.0,95.25,800.0,800.0,9.0,2.925,0.2,0.22,2.95,0.0
982,14.0,95.25,800.0,800.0,8.25,2.995,0.23,0.76,2.95,0.0
983,14.1,95.25,805.0,800.0,8.25,2.976,0.78,0.83,2.95,0.0
983,14.0,95.25,801.0,800.0,6.0,2.861,0.79,0.85,2.95,0.0
984,14.0,95.25,802.0,800.0,2.25,2.957,0.2,0.38,2.95,0.0
984,14.1,95.25,803.0,800.0,3.75,2.982,0.23,0.26,2.95,0.0
984,14.1,95.25,806.0,800.0,3.75,2.931,0.78,0.8,2.95,0.0
985,14.0,95.25,798.0,800.0,1.5,2.867,0.85,0.87,2.95,0.0
985,14.0,95.25,800.0,800.0,9.75,2.822,0.22,0.83,2.95,0.0
986,14.1,95.25,801.0,800.0,6.75,2.963,0.21,0.33,2.95,0.0
986,14.1,95.25,801.0,800.0,6.75,2.976,0.61,0.72,2.95,0.0
986,14.1,95.25,801.0,800.0,7.5,2.893,0.74,0.84,2.95,0.0
987,14.1,95.25,796.0,800.0,8.25,2.957,0.28,0.81,2.95,0.0
987,14.1,95.25,803.0,800.0,7.5,2.995,0.23,0.35,2.95,0.0
988,14.0,95.25,806.0,800.0,3.75,2.912,0.81,0.83,2.95,0.0
988,14.0,95.25,798.0,800.0,9.75,2.835,0.68,0.85,2.95,0.0
988,14.1,95.25,792.0,800.0,8.25,2.963,0.23,0.83,3.03,0.0
989,14.1,95.25,795.0,800.0,12.0,2.97,0.24,0.24,3.03,0.0
989,14.1,95.25,797.0,800.0,10.5,2.861,0.8,0.84,3.03,0.0
990,14.1,96.0,804.0,800.0,5.25,2.906,0.77,0.85,3.03,0.0
990,14.1,96.0,797.0,800.0,6.75,2.925,0.6,0.84,3.03,0.0
990,14.1,96.0,799.0,800.0,7.5,2.976,0.21,0.49,3.08,0.0
991,14.0,96.0,803.0,800.0,8.25,2.893,0.51,0.75,3.08,0.0
991,14.1,96.0,797.0,800.0,8.25,2.899,0.81,0.86,3.08,0.0
992,14.0,96.0,792.0,800.0,10.5,2.976,0.22,0.74,3.08,0.0
992,14.1,96.0,804.0,800.0,2.25,3.053,0.22,0.22,3.15,0.0
992,14.1,96.0,802.0,800.0,0.0,2.97,0.83,0.82,3.15,0.0
993,14.0,96.0,801.0,800.0,2.25,2.995,0.77,0.84,3.08,0.0
993,14.1,96.0,802.0,800.0,3.0,3.066,0.29,0.74,3.15,0.0
994,14.0,96.0,794.0,800.0,6.75,2.976,0.8,0.84,3.15,0.0
996,14.1,96.0,788.0,800.0,11.25,3.123,0.21,0.22,3.2,0.0
996,14.1,96.0,804.0,800.0,4.5,3.104,0.22,0.25,3.2,0.0
997,14.0,96.0,798.0,800.0,6.0,3.027,0.82,0.85,3.2,0.0
997,14.1,96.0,795.0,800.0,10.5,3.021,0.38,0.84,3.2,0.0
997,14.1,96.0,803.0,800.0,1.5,3.072,0.22,0.78,3.2,0.0
998,14.1,96.0,800.0,800.0,6.75,3.008,0.78,0.8,3.27,0.0
998,14.0,96.0,795.0,800.0,0.75,3.04,0.82,0.86,3.2,0.0
999,14.0,96.0,793.0,800.0,3.0,3.117,0.22,0.71,3.2,0.0
999,14.1,96.0,796.0,800.0,1.5,3.168,0.25,0.37,3.2,0.0
1000,14.1,96.0,799.0,800.0,6.0,3.008,0.81,0.83,3.2,0.0
1000,14.1,96.0,796.0,800.0,7.5,2.931,0.73,0.85,3.2,0.0
1000,14.1,96.0,792.0,800.0,7.5,3.066,0.22,0.22,3.2,0.0
1001,14.1,96.0,795.0,800.0,6.0,3.13,0.22,0.23,3.15,0.0
1001,14.1,96.0,803.0,800.0,4.5,3.066,0.79,0.82,3.2,0.0
1002,14.1,96.75,795.0,800.0,8.25,3.014,0.82,0.87,3.2,0.0
1002,14.1,96.75,800.0,800.0,3.0,3.066,0.22,0.37,3.2,0.0
1002,14.0,96.75,795.0,800.0,4.5,3.162,0.22,0.23,3.2,0.0
1003,14.1,96.75,795.0,800.0,11.25,3.2,0.28,0.41,3.2,0.0
1003,14.0,96.75,798.0,800.0,10.5,2.95,0.83,0.86,3.2,0.0
1004,14.1,96.75,794.0,800.0,4.5,3.085,0.23,0.7,3.15,0.0
1004,14.1,96.75,800.0,800.0,6.0,3.059,0.22,0.25,3.2,0.0
1005,14.0,96.75,799.0,800.0,6.75,3.002,0.83,0.83,3.2,0.0
1005,14.1,96.75,800.0,800.0,5.25,2.97,0.8,0.85,3.2,0.0
1006,14.1,96.75,798.0,800.0,7.5,3.014,0.22,0.71,3.15,0.0
1006,14.1,96.75,797.0,800.0,6.75,3.11,0.22,0.22,3.2,0.0
1007,14.1,96.75,796.0,800.0,6.0,2.963,0.83,0.87,3.15,0.0
1007,14.1,96.75,794.0,800.0,4.5,3.008,0.69,0.85,3.2,0.0
1008,14.1,96.75,803.0,800.0,2.25,3.098,0.23,0.57,3.15,0.0
1008,14.0,96.75,802.0,800.0,8.25,2.957,0.34,0.69,3.2,0.0
1008,14.0,96.75,795.0,800.0,6.75,2.976,0.75,0.84,3.15,0.0
1009,14.1,96.75,795.0,800.0,6.0,3.034,0.22,0.75,3.2,0.0
1009,14.0,96.75,795.0,800.0,6.0,3.008,0.23,0.27,3.2,0.0
1010,14.0,96.75,796.0,800.0,9.75,2.938,0.8,0.87,3.2,0.0
1011,14.0,96.75,801.0,800.0,6.75,3.053,0.25,0.25,3.2,0.0
1011,14.1,96.75,799.0,800.0,6.0,3.021,0.79,0.82,3.15,0.0
1012,14.1,96.75,799.0,800.0,2.25,3.008,0.8,0.85,3.15,0.0
1012,14.1,96.75,795.0,800.0,9.75,2.989,0.26,0.82,3.15,0.0
1012,14.0,96.75,794.0,800.0,10.5,3.002,0.2,0.24,3.15,0.0
1013,14.1,96.75,805.0,800.0,4.5,3.059,0.4,0.4,3.15,0.0
1013,14.0,96.75,800.0,800.0,3.75,2.963,0.82,0.83,3.15,0.0
1014,14.1,96.75,799.0,800.0,6.75,2.95,0.68,0.85,3.2,0.0
1014,14.0,96.75,796.0,800.0,5.25,3.066,0.22,0.35,3.15,0.0
1015,14.0,96.75,800.0,800.0,11.25,2.925,0.73,0.75,3.2,0.0
1015,14.0,97.5,800.0,800.0,12.0,2.912,0.78,0.85,3.2,0.0
1016,14.1,97.5,804.0,800.0,6.0,3.085,0.24,0.24,3.2,0.0
1016,14.1,97.5,796.0,800.0,6.0,3.008,0.81,0.84,3.2,0.0
1017,14.1,97.5,798.0,800.0,6.0,2.989,0.8,0.86,3.2,0.0
1017,14.1,97.5,801.0,800.0,9.0,2.95,0.7,0.85,3.2,0.0
1017,14.1,97.5,802.0,800.0,6.75,3.021,0.21,0.27,3.15,0.0
1018,14.1,97.5,801.0,800.0,6.75,3.066,0.22,0.29,3.2,0.0
1021,14.1,97.5,802.0,0.66,5.25,3.091,0.8,0.55,3.15,0.66
1022,14.1,45.0,8203.0,70.0,-69.0,210.31,0.55,0.0,412.16,0.0
1023,14.1,97.5,793.0,800.0,5.25,3.072,0.22,0.78,3.2,0.0
1024,14.1,45.75,8205.0,80.0,36.0,213.792,0.55,0.0,412.16,0.0
1024,14.0,97.5,798.0,800.0,7.5,3.066,0.8,0.82,3.15,0.0
1026,14.0,97.5,796.0,800.0,9.0,2.957,0.82,0.87,3.15,0.0
1027,14.0,97.5,791.0,1920.0,6.0,2.995,0.74,0.55,3.15,-5.25
1027,14.1,97.5,792.0,800.0,6.75,3.059,0.21,0.22,3.15,0.0
1027,14.0,97.5,802.0,800.0,5.25,3.104,0.67,0.36,3.15,0.0
1029,14.1,98.25,801.0,800.0,1.5,3.021,0.77,0.83,3.15,0.0
1030,14.1,98.25,797.0,800.0,6.75,3.04,0.24,0.76,3.15,0.0
1030,14.1,98.25,800.0,800.0,5.25,3.059,0.29,0.32,3.15,0.0
1030,14.0,98.25,800.0,800.0,6.0,2.925,0.78,0.82,3.15,0.0
